name,kind,outcome,message,package,compile_cost,n_equations,n_states,n_algebraic,n_discrete,n_parameters,structural,index_reduced,n_blocks,n_coupled,largest_coupled,n_connect_eq,n_flow_eq,n_event_conditions,n_discrete_updates,has_arrays,max_depth,n_functions
Modelica.Magnetic.QuasiStatic.FluxTubes.Shapes.FixedShape.GenericFluxTube,Component,failed:Flatten,"unsupported equation form: Connections.branch(port_p.reference, port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FluxTubes.Shapes.FixedShape.HollowCylinderAxialFlux,Component,failed:Flatten,"unsupported equation form: Connections.branch(port_p.reference, port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FluxTubes.Shapes.FixedShape.HollowCylinderCircumferentialFlux,Component,failed:Flatten,"unsupported equation form: Connections.branch(port_p.reference, port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FluxTubes.Shapes.FixedShape.HollowCylinderRadialFlux,Component,failed:Flatten,"unsupported equation form: Connections.branch(port_p.reference, port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FluxTubes.Shapes.FixedShape.Toroid,Component,failed:Flatten,"unsupported equation form: Connections.branch(port_p.reference, port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FluxTubes.Shapes.Leakage.CoaxCylindersEndFaces,Component,failed:Flatten,"unsupported equation form: Connections.branch(port_p.reference, port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FluxTubes.Shapes.Leakage.EighthOfHollowSphere,Component,failed:Flatten,"unsupported equation form: Connections.branch(port_p.reference, port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FluxTubes.Shapes.Leakage.EighthOfSphere,Component,failed:Flatten,"unsupported equation form: Connections.branch(port_p.reference, port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FluxTubes.Shapes.Leakage.HalfCylinder,Component,failed:Flatten,"unsupported equation form: Connections.branch(port_p.reference, port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FluxTubes.Shapes.Leakage.HalfHollowCylinder,Component,failed:Flatten,"unsupported equation form: Connections.branch(port_p.reference, port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FluxTubes.Shapes.Leakage.QuarterCylinder,Component,failed:Flatten,"unsupported equation form: Connections.branch(port_p.reference, port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FluxTubes.Shapes.Leakage.QuarterHollowCylinder,Component,failed:Flatten,"unsupported equation form: Connections.branch(port_p.reference, port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FluxTubes.Shapes.Leakage.QuarterHollowSphere,Component,failed:Flatten,"unsupported equation form: Connections.branch(port_p.reference, port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FluxTubes.Shapes.Leakage.QuarterSphere,Component,failed:Flatten,"unsupported equation form: Connections.branch(port_p.reference, port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FluxTubes.Sources.ConstantMagneticFlux,Component,success,,Magnetic,fast,7,1,13,0,3,singular,singular,,,,0,0,0,0,false,2,1
Modelica.Magnetic.QuasiStatic.FluxTubes.Sources.ConstantMagneticPotentialDifference,Component,success,,Magnetic,fast,7,1,13,0,3,singular,singular,,,,0,0,0,0,false,2,1
Modelica.Magnetic.QuasiStatic.FluxTubes.Sources.SignalMagneticFlux,Component,success,,Magnetic,fast,7,1,13,0,0,singular,singular,,,,0,0,0,0,false,2,1
Modelica.Magnetic.QuasiStatic.FluxTubes.Sources.SignalMagneticPotentialDifference,Component,success,,Magnetic,fast,7,1,13,0,0,singular,singular,,,,0,0,0,0,false,2,1
Modelica.Magnetic.QuasiStatic.FluxTubes.UsersGuide.Contact,Component,success,,Magnetic,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Magnetic.QuasiStatic.FluxTubes.UsersGuide.FluxTubeConcept,Component,success,,Magnetic,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Magnetic.QuasiStatic.FluxTubes.UsersGuide.Literature,Component,success,,Magnetic,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Magnetic.QuasiStatic.FluxTubes.UsersGuide.ReleaseNotes,Component,success,,Magnetic,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Magnetic.QuasiStatic.FundamentalWave.BaseClasses.Machine,BaseClasses,success,,Magnetic,fast,701,15,716,0,162,singular,singular,,,,199,133,3,0,true,7,24
Modelica.Magnetic.QuasiStatic.FundamentalWave.BasicMachines.Components.PermanentMagnet,Component,failed:Flatten,"unsupported equation form: Connections.branch(port_p.reference, port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FundamentalWave.BasicMachines.Components.QuasiStaticAnalogWinding,Component,failed:Flatten,"unsupported equation form: Connections.branch(electroMagneticConverter.port_p.reference, electroMagneticConverter.port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is ",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FundamentalWave.BasicMachines.Components.RotorSaliencyAirGap,Component,success,,Magnetic,fast,29,0,44,0,5,singular,singular,,,,0,2,0,0,false,2,4
Modelica.Magnetic.QuasiStatic.FundamentalWave.BasicMachines.Components.SaliencyCageWinding,Component,success,,Magnetic,fast,315,6,346,0,73,singular,singular,,,,111,60,2,0,true,6,20
Modelica.Magnetic.QuasiStatic.FundamentalWave.BasicMachines.Components.SymmetricPolyphaseCageWinding,Component,failed:ToDae,"unbalanced model: 605 equations, 603 unknowns (balance = 2)",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FundamentalWave.BasicMachines.Components.SymmetricPolyphaseWinding,Component,failed:Flatten,"unsupported equation form: Connections.branch(electroMagneticConverter.port_p.reference, electroMagneticConverter.port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is ",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FundamentalWave.BasicMachines.InductionMachines.IM_SlipRing,Component,success,,Magnetic,fast,1241,22,1276,0,279,singular,skipped:too-large,,,,368,237,6,0,true,7,24
Modelica.Magnetic.QuasiStatic.FundamentalWave.BasicMachines.InductionMachines.IM_SquirrelCage,Component,success,,Magnetic,fast,1257,22,1311,0,283,singular,skipped:too-large,,,,414,245,6,0,true,7,24
Modelica.Magnetic.QuasiStatic.FundamentalWave.BasicMachines.SynchronousMachines.SM_ElectricalExcited,Component,success,,Magnetic,fast,1146,22,1173,0,279,singular,skipped:too-large,,,,353,222,6,0,true,7,24
Modelica.Magnetic.QuasiStatic.FundamentalWave.BasicMachines.SynchronousMachines.SM_PermanentMagnet,Component,success,,Magnetic,fast,1098,23,1127,0,274,singular,skipped:too-large,,,,339,206,5,0,true,7,24
Modelica.Magnetic.QuasiStatic.FundamentalWave.BasicMachines.SynchronousMachines.SM_ReluctanceRotor,Component,success,,Magnetic,fast,1054,21,1085,0,251,singular,skipped:too-large,,,,330,201,5,0,true,7,24
Modelica.Magnetic.QuasiStatic.FundamentalWave.Components.Crossing,Component,success,,Magnetic,fast,10,0,20,0,0,singular,singular,,,,6,4,0,0,false,2,0
Modelica.Magnetic.QuasiStatic.FundamentalWave.Components.EddyCurrent,Component,failed:Flatten,"unsupported equation form: Connections.branch(port_p.reference, port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FundamentalWave.Components.Ground,Component,success,,Magnetic,fast,3,0,5,0,0,singular,singular,,,,0,0,0,0,false,2,1
Modelica.Magnetic.QuasiStatic.FundamentalWave.Components.Idle,Component,failed:Flatten,"unsupported equation form: Connections.branch(port_p.reference, port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FundamentalWave.Components.Permeance,Component,failed:Flatten,"unsupported equation form: Connections.branch(port_p.reference, port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FundamentalWave.Components.PolyphaseElectroMagneticConverter,Component,failed:Flatten,"unsupported equation form: Connections.branch(port_p.reference, port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FundamentalWave.Components.QuasiStaticAnalogElectroMagneticConverter,Component,failed:Flatten,"unsupported equation form: Connections.branch(port_p.reference, port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FundamentalWave.Components.Reluctance,Component,failed:Flatten,"unsupported equation form: Connections.branch(port_p.reference, port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FundamentalWave.Components.Short,Component,failed:Flatten,"unsupported equation form: Connections.branch(port_p.reference, port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FundamentalWave.Examples.BasicMachines.InductionMachines.IMC_Characteristics,Examples,success,,Magnetic,fast,2253,29,2382,1,472,singular,skipped:too-large,,,,902,499,12,0,true,8,24
Modelica.Magnetic.QuasiStatic.FundamentalWave.Examples.BasicMachines.InductionMachines.IMC_Conveyor,Examples,success,,Magnetic,slow,2700,56,2730,3,716,singular,skipped:too-large,,,,934,585,25,2,true,8,34
Modelica.Magnetic.QuasiStatic.FundamentalWave.Examples.BasicMachines.InductionMachines.IMC_DOL,Examples,success,,Magnetic,slow,3476,60,3556,18,850,singular,skipped:too-large,,,,1283,771,35,21,true,8,26
Modelica.Magnetic.QuasiStatic.FundamentalWave.Examples.BasicMachines.InductionMachines.IMC_Initialize,Examples,success,,Magnetic,slow,2643,57,2674,1,706,singular,skipped:too-large,,,,913,576,23,0,true,8,26
Modelica.Magnetic.QuasiStatic.FundamentalWave.Examples.BasicMachines.InductionMachines.IMC_Inverter,Examples,success,,Magnetic,fast,1800,29,1886,1,401,singular,skipped:too-large,,,,673,382,18,0,true,8,24
Modelica.Magnetic.QuasiStatic.FundamentalWave.Examples.BasicMachines.InductionMachines.IMC_Transformer,Examples,success,,Magnetic,slow,5061,81,5303,32,1185,singular,skipped:too-large,,,,1863,1150,60,39,true,8,28
Modelica.Magnetic.QuasiStatic.FundamentalWave.Examples.BasicMachines.InductionMachines.IMC_YD,Examples,success,,Magnetic,slow,3671,67,3815,72,951,singular,skipped:too-large,,,,1311,792,108,87,true,8,26
Modelica.Magnetic.QuasiStatic.FundamentalWave.Examples.BasicMachines.InductionMachines.IMC_withLosses,Examples,success,,Magnetic,fast,2311,32,2424,1,503,singular,skipped:too-large,,,,923,503,15,0,true,8,33
Modelica.Magnetic.QuasiStatic.FundamentalWave.Examples.BasicMachines.InductionMachines.IMS_Characteristics,Examples,success,,Magnetic,slow,2602,33,2740,1,542,singular,skipped:too-large,,,,1018,573,15,0,true,8,25
Modelica.Magnetic.QuasiStatic.FundamentalWave.Examples.BasicMachines.InductionMachines.IMS_Start,Examples,success,,Magnetic,slow,4491,67,4619,32,1091,singular,skipped:too-large,,,,1685,1017,54,39,true,8,27
Modelica.Magnetic.QuasiStatic.FundamentalWave.Examples.BasicMachines.SynchronousMachines.SMEE_Generator,Examples,success,,Magnetic,slow,2760,46,2727,1,742,singular,skipped:too-large,,,,1043,613,24,0,true,8,29
Modelica.Magnetic.QuasiStatic.FundamentalWave.Examples.BasicMachines.SynchronousMachines.SMPM_CurrentSource,Examples,success,,Magnetic,slow,3053,59,3052,0,748,singular,skipped:too-large,,,,1194,653,9,0,true,8,27
Modelica.Magnetic.QuasiStatic.FundamentalWave.Examples.BasicMachines.SynchronousMachines.SMPM_FieldWeakening,Examples,success,,Magnetic,fast,1635,29,1667,2,434,singular,skipped:too-large,,,,638,319,23,1,true,8,24
Modelica.Magnetic.QuasiStatic.FundamentalWave.Examples.BasicMachines.SynchronousMachines.SMPM_MTPA,Examples,success,,Magnetic,fast,2248,37,2335,0,482,singular,skipped:too-large,,,,937,477,6,0,true,8,25
Modelica.Magnetic.QuasiStatic.FundamentalWave.Examples.BasicMachines.SynchronousMachines.SMPM_Mains,Examples,success,,Magnetic,slow,2998,54,3022,1,793,singular,skipped:too-large,,,,1096,662,21,0,true,8,26
Modelica.Magnetic.QuasiStatic.FundamentalWave.Examples.BasicMachines.SynchronousMachines.SMPM_OpenCircuit,Examples,success,,Magnetic,fast,1797,44,1780,0,515,singular,skipped:too-large,,,,581,355,9,0,true,8,26
Modelica.Magnetic.QuasiStatic.FundamentalWave.Examples.BasicMachines.SynchronousMachines.SMR_CurrentSource,Examples,success,,Magnetic,slow,2976,56,2978,1,695,singular,skipped:too-large,,,,1177,643,13,0,true,8,27
Modelica.Magnetic.QuasiStatic.FundamentalWave.Examples.Components.EddyCurrentLosses,Examples,success,,Magnetic,fast,2088,21,2316,0,355,singular,skipped:too-large,,,,891,438,9,0,true,6,19
Modelica.Magnetic.QuasiStatic.FundamentalWave.Examples.Components.PolyphaseInductance,Examples,failed:ToDae,"unbalanced model: 2557 equations, 2547 unknowns (balance = 10)",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FundamentalWave.Examples.ExampleUtilities.FieldWeakeningController,Examples,success,,Magnetic,fast,46,1,24,2,53,ok,,46,0,0,27,0,7,1,false,2,1
Modelica.Magnetic.QuasiStatic.FundamentalWave.Examples.ExampleUtilities.SpacePhasorLimiter,Examples,success,,Magnetic,fast,1,0,0,0,1,ok,,1,0,0,0,0,2,0,false,0,0
Modelica.Magnetic.QuasiStatic.FundamentalWave.Interfaces.TwoPort,Interfaces,failed:Flatten,"unsupported equation form: Connections.branch(port_p.reference, port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FundamentalWave.Interfaces.TwoPortElementary,Interfaces,failed:Flatten,"unsupported equation form: Connections.branch(port_p.reference, port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FundamentalWave.Interfaces.TwoPortExtended,Interfaces,failed:Flatten,"unsupported equation form: Connections.branch(port_p.reference, port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FundamentalWave.Losses.PermanentMagnetLosses,Component,success,,Magnetic,fast,9,1,8,0,9,singular,singular,,,,0,2,0,0,false,1,1
Modelica.Magnetic.QuasiStatic.FundamentalWave.Losses.StrayLoad,Component,failed:Flatten,"unsupported equation form: Connections.branch(plug_p.reference, plug_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FundamentalWave.Sensors.MagneticFluxSensor,Component,failed:Flatten,"unsupported equation form: Connections.branch(port_p.reference, port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FundamentalWave.Sensors.MagneticPotentialDifferenceSensor,Component,failed:Flatten,"unsupported equation form: Connections.branch(port_p.reference, port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FundamentalWave.Sensors.MagneticPotentialSensor,Component,success,,Magnetic,fast,5,0,7,0,0,singular,singular,,,,0,0,0,0,false,2,5
Modelica.Magnetic.QuasiStatic.FundamentalWave.Sensors.RotorDisplacementAngle,Component,failed:Flatten,"unsupported equation form: Connections.branch(voltageSensor.plugToPins_p.plugToPin_p[1].plug_p.reference, voltageSensor.plugToPins_p.plugToPin_p[1].pin_p.reference) is used but no Connections.root() o",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FundamentalWave.Sources.ConstantFlux,Component,success,,Magnetic,fast,11,1,16,0,3,singular,singular,,,,0,0,0,0,false,2,5
Modelica.Magnetic.QuasiStatic.FundamentalWave.Sources.ConstantMagneticPotentialDifference,Component,success,,Magnetic,fast,10,1,16,0,3,singular,singular,,,,0,0,0,0,false,2,5
Modelica.Magnetic.QuasiStatic.FundamentalWave.Sources.SignalFlux,Component,failed:Flatten,"unsupported equation form: Connections.branch(port_p.reference, port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FundamentalWave.Sources.SignalMagneticPotentialDifference,Component,failed:Flatten,"unsupported equation form: Connections.branch(port_p.reference, port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FundamentalWave.UsersGuide.Concept,Component,success,,Magnetic,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Magnetic.QuasiStatic.FundamentalWave.UsersGuide.Contact,Component,success,,Magnetic,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Magnetic.QuasiStatic.FundamentalWave.UsersGuide.References,Component,success,,Magnetic,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Magnetic.QuasiStatic.FundamentalWave.UsersGuide.ReleaseNotes,Component,success,,Magnetic,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Magnetic.QuasiStatic.FundamentalWave.Utilities.CurrentController,Component,success,,Magnetic,fast,22,0,9,0,10,singular,singular,,,,14,0,0,0,false,2,6
Modelica.Magnetic.QuasiStatic.FundamentalWave.Utilities.MultiTerminalBox,Component,failed:Flatten,"unsupported equation form: Connections.branch(multiStar.plugToPins_p.plugToPin_p[1].plug_p.reference, multiStar.plugToPins_p.plugToPin_p[1].pin_p.reference) is used but no Connections.root() or Connec",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FundamentalWave.Utilities.SwitchYD,Component,failed:Flatten,"unsupported equation form: Connections.branch(star.plugToPins_p.plugToPin_p[1].plug_p.reference, star.plugToPins_p.plugToPin_p[1].pin_p.reference) is used but no Connections.root() or Connections.pote",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FundamentalWave.Utilities.SwitchedRheostat,Component,success,,Magnetic,fast,757,4,867,8,138,singular,singular,,,,363,186,15,9,true,6,8
Modelica.Magnetic.QuasiStatic.FundamentalWave.Utilities.TerminalBox,Component,failed:Flatten,"unsupported equation form: Connections.branch(star.plugToPins_p.plugToPin_p[1].plug_p.reference, star.plugToPins_p.plugToPin_p[1].pin_p.reference) is used but no Connections.root() or Connections.pote",Magnetic,fast,,,,,,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FundamentalWave.Utilities.VfController,Component,success,,Magnetic,fast,3,0,0,1,6,singular,singular,,,,0,0,3,0,false,1,5
Modelica.Math.FastFourierTransform.Examples.RealFFT1,Examples,success,,Math,fast,0,0,0,7,20,error:empty system: no equations or unknowns,,,,,0,0,408,205,false,1,13
Modelica.Math.FastFourierTransform.Examples.RealFFT2,Examples,success,,Math,fast,0,0,0,6,19,error:empty system: no equations or unknowns,,,,,0,0,408,204,false,1,13
Modelica.Math.Nonlinear.Examples.QuadratureLobatto3,Examples,success,,Math,fast,3,2,1,0,4,ok,,3,0,0,0,0,0,0,false,0,4
Modelica.Math.Random.Examples.GenerateRandomNumbers,Examples,success,,Math,fast,0,0,0,9,14,error:empty system: no equations or unknowns,,,,,0,0,2,8,false,1,11
Modelica.Mechanics.MultiBody.Examples.Constraints.PrismaticConstraint,Examples,success,,Mechanics,slow,699,20,662,42,327,singular,singular,,,,133,54,1,42,true,5,37
Modelica.Mechanics.MultiBody.Examples.Constraints.RevoluteConstraint,Examples,success,,Mechanics,slow,657,19,623,36,318,singular,singular,,,,128,50,1,36,true,5,32
Modelica.Mechanics.MultiBody.Examples.Constraints.SphericalConstraint,Examples,success,,Mechanics,slow,645,17,614,36,321,singular,singular,,,,127,48,1,36,true,5,36
Modelica.Mechanics.MultiBody.Examples.Constraints.UniversalConstraint,Examples,success,,Mechanics,slow,749,26,710,40,351,singular,singular,,,,144,62,3,40,true,5,33
Modelica.Mechanics.MultiBody.Examples.Elementary.DoublePendulum,Examples,success,,Mechanics,fast,365,17,350,19,208,singular,singular,,,,35,24,1,19,false,4,30
Modelica.Mechanics.MultiBody.Examples.Elementary.DoublePendulumInitTip,Examples,success,,Mechanics,fast,416,20,388,25,221,singular,singular,,,,60,28,1,25,true,4,30
Modelica.Mechanics.MultiBody.Examples.Elementary.ForceAndTorque,Examples,success,,Mechanics,fast,428,11,408,27,197,singular,singular,,,,58,28,2,27,true,4,31
Modelica.Mechanics.MultiBody.Examples.Elementary.FreeBody,Examples,success,,Mechanics,fast,377,6,372,23,180,singular,singular,,,,40,24,1,23,false,4,31
Modelica.Mechanics.MultiBody.Examples.Elementary.HeatLosses,Examples,success,,Mechanics,slow,676,15,660,34,259,singular,singular,,,,60,28,4,34,false,4,33
Modelica.Mechanics.MultiBody.Examples.Elementary.InitSpringConstant,Examples,success,,Mechanics,fast,367,9,359,20,169,singular,singular,,,,33,22,1,20,false,4,29
Modelica.Mechanics.MultiBody.Examples.Elementary.LineForceWithTwoMasses,Examples,success,,Mechanics,slow,685,29,663,33,344,singular,singular,,,,66,38,8,33,false,4,33
Modelica.Mechanics.MultiBody.Examples.Elementary.Pendulum,Examples,success,,Mechanics,fast,259,7,252,12,96,singular,singular,,,,10,8,2,12,false,4,28
Modelica.Mechanics.MultiBody.Examples.Elementary.PendulumWithSpringDamper,Examples,success,,Mechanics,fast,400,9,393,20,148,singular,singular,,,,34,18,2,20,false,4,30
Modelica.Mechanics.MultiBody.Examples.Elementary.PointGravity,Examples,success,,Mechanics,fast,240,8,230,13,112,singular,singular,,,,0,6,3,13,false,4,30
Modelica.Mechanics.MultiBody.Examples.Elementary.PointGravityWithPointMasses,Examples,success,,Mechanics,fast,312,8,304,17,90,singular,singular,,,,14,16,1,17,false,4,12
Modelica.Mechanics.MultiBody.Examples.Elementary.PointGravityWithPointMasses2,Examples,success,,Mechanics,fast,824,34,800,43,390,singular,skipped:too-large,,,,72,30,7,43,false,4,31
Modelica.Mechanics.MultiBody.Examples.Elementary.PointGravityWithPointMasses2.PointMass,Examples,success,,Mechanics,fast,190,2,190,10,60,singular,singular,,,,0,2,1,10,false,4,10
Modelica.Mechanics.MultiBody.Examples.Elementary.PointGravityWithPointMasses2.SystemWithStandardBodies,Examples,failed:ToDae,"unbalanced model: 2005 equations, 1840 unknowns (balance = 165)",Mechanics,fast,,,,,,,,,,,,,,,false,0,
Modelica.Mechanics.MultiBody.Examples.Elementary.PointGravityWithPointMasses2.SystemWithStandardBodies.PointMass,Examples,success,,Mechanics,fast,209,4,206,11,85,singular,singular,,,,0,2,2,11,false,4,29
Modelica.Mechanics.MultiBody.Examples.Elementary.RollingWheel,Examples,success,,Mechanics,fast,252,5,249,12,99,singular,singular,,,,9,6,3,12,false,4,28
Modelica.Mechanics.MultiBody.Examples.Elementary.RollingWheelSetDriving,Examples,success,,Mechanics,slow,598,26,575,28,263,singular,singular,,,,91,55,6,27,false,6,30
Modelica.Mechanics.MultiBody.Examples.Elementary.RollingWheelSetPulling,Examples,success,,Mechanics,slow,613,26,589,31,280,singular,singular,,,,96,59,8,30,false,6,38
Modelica.Mechanics.MultiBody.Examples.Elementary.SpringDamperSystem,Examples,success,,Mechanics,fast,510,10,502,26,199,singular,singular,,,,48,26,3,26,false,4,32
Modelica.Mechanics.MultiBody.Examples.Elementary.SpringMassSystem,Examples,success,,Mechanics,fast,438,10,432,21,178,singular,singular,,,,38,24,3,21,false,4,27
Modelica.Mechanics.MultiBody.Examples.Elementary.SpringWithMass,Examples,success,,Mechanics,fast,265,6,258,15,106,singular,singular,,,,14,10,2,15,false,4,31
Modelica.Mechanics.MultiBody.Examples.Elementary.Surfaces,Examples,success,,Mechanics,fast,298,4,297,14,179,singular,singular,,,,25,14,4,13,false,4,21
Modelica.Mechanics.MultiBody.Examples.Elementary.ThreeSprings,Examples,success,,Mechanics,fast,453,4,450,25,174,singular,singular,,,,45,28,2,25,false,4,31
Modelica.Mechanics.MultiBody.Examples.Elementary.UserDefinedGravityField,Examples,success,,Mechanics,fast,258,7,252,13,107,singular,singular,,,,13,10,2,13,false,4,28
Modelica.Mechanics.MultiBody.Examples.Loops.Engine1a,Examples,success,,Mechanics,slow,670,39,639,39,507,singular,singular,,,,98,57,1,39,false,4,31
