name,peak_ws_mb,secs,verdict
Modelica.Electrical.Analog.UsersGuide.Contact,1199,4.2,ok
Modelica.Electrical.Analog.UsersGuide.References,1258,4.3,ok
Modelica.Electrical.Analog.UsersGuide.ReleaseNotes,1228,4.8,ok
Modelica.Electrical.Batteries.BaseClasses.BaseCellStack,1283,4.9,ok
Modelica.Electrical.Batteries.BaseClasses.BaseCellWithSensors,1292,5.4,ok
Modelica.Electrical.Batteries.BaseClasses.BaseStackWithSensors,1225,4.8,ok
Modelica.Electrical.Batteries.BatteryStacks.CellRCStack,1289,4.9,ok
Modelica.Electrical.Batteries.BatteryStacks.CellStack,1286,4.7,ok
Modelica.Electrical.Batteries.BatteryStacks.SuperCap,1215,4.8,ok
Modelica.Electrical.Batteries.BatteryStacksWithSensors.Cell,1310,5.4,ok
Modelica.Electrical.Batteries.BatteryStacksWithSensors.CellRC,1293,5.4,ok
Modelica.Electrical.Batteries.BatteryStacksWithSensors.Stack,1210,4.8,ok
Modelica.Electrical.Batteries.BatteryStacksWithSensors.StackRC,1297,4.9,ok
Modelica.Electrical.Batteries.Examples.BatteryDischargeCharge,1366,6.6,ok
Modelica.Electrical.Batteries.Examples.CCCV_Cell,1297,5.3,ok
Modelica.Electrical.Batteries.Examples.CCCV_CellRC,1296,5.4,ok
Modelica.Electrical.Batteries.Examples.CCCV_Stack,1717,9.6,ok
Modelica.Electrical.Batteries.Examples.CCCV_StackRC,1848,10.8,ok
Modelica.Electrical.Batteries.Examples.CCCVcharging,1290,4.9,ok
Modelica.Electrical.Batteries.Examples.ShowImpedance,1243,4.8,ok
Modelica.Electrical.Batteries.Examples.SuperCapDischargeCharge,1227,4.8,ok
Modelica.Electrical.Batteries.Icons.BatteryIcon,1302,4.3,ok
Modelica.Electrical.Batteries.Icons.TransientModel,1259,4.2,ok
Modelica.Electrical.Batteries.UsersGuide.Concept,1266,4.2,ok
Modelica.Electrical.Batteries.UsersGuide.Contact,1252,4.3,ok
Modelica.Electrical.Batteries.UsersGuide.Parameterization,1242,4.8,ok
Modelica.Electrical.Batteries.UsersGuide.References,1256,4.3,ok
Modelica.Electrical.Batteries.UsersGuide.ReleaseNotes,1258,4.3,ok
Modelica.Electrical.Batteries.Utilities.BusTranscription,1244,4.7,ok
Modelica.Electrical.Batteries.Utilities.CCCVcharger,1250,4.3,ok
Modelica.Electrical.Batteries.Utilities.Impedance,1272,4.3,ok
Modelica.Electrical.Batteries.Utilities.PulseSeries,1237,4.8,ok
Modelica.Electrical.Digital.Basic.And,1470,5.4,ok
Modelica.Electrical.Digital.Basic.Nand,1453,5.5,ok
Modelica.Electrical.Digital.Basic.Nor,1350,5.5,ok
Modelica.Electrical.Digital.Basic.Not,1339,5.5,ok
Modelica.Electrical.Digital.Basic.Or,1360,5.4,ok
Modelica.Electrical.Digital.Basic.Xnor,1352,5.4,ok
Modelica.Electrical.Digital.Basic.Xor,1447,5.9,ok
Modelica.Electrical.Digital.Converters.BooleanToLogic,1429,5.3,ok
Modelica.Electrical.Digital.Converters.LogicToBoolean,1436,4.9,ok
Modelica.Electrical.Digital.Converters.LogicToReal,1457,5.4,ok
Modelica.Electrical.Digital.Converters.LogicToUX01,1433,5.4,ok
Modelica.Electrical.Digital.Converters.LogicToX01,1437,5.3,ok
Modelica.Electrical.Digital.Converters.LogicToX01Z,1439,5.3,ok
Modelica.Electrical.Digital.Converters.RealToLogic,1439,5.3,ok
Modelica.Electrical.Digital.Delay.DelayParams,1488,5.4,ok
Modelica.Electrical.Digital.Delay.InertialDelay,1452,5.4,ok
Modelica.Electrical.Digital.Delay.InertialDelaySensitive,1438,6,ok
Modelica.Electrical.Digital.Delay.InertialDelaySensitiveVector,1452,5.9,ok
Modelica.Electrical.Digital.Delay.TransportDelay,1457,5.4,ok
Modelica.Electrical.Digital.Examples.Adder4,1748,9,ok
Modelica.Electrical.Digital.Examples.BUF3S,1475,6.6,ok
Modelica.Electrical.Digital.Examples.Counter,1642,6.7,ok
Modelica.Electrical.Digital.Examples.Counter3,1523,6.6,ok
Modelica.Electrical.Digital.Examples.DFFREG,1520,7.2,ok
Modelica.Electrical.Digital.Examples.DFFREGL,1510,6.7,ok
Modelica.Electrical.Digital.Examples.DFFREGSRH,1810,7.8,ok
Modelica.Electrical.Digital.Examples.DFFREGSRL,1772,7.7,ok
Modelica.Electrical.Digital.Examples.DLATREG,1492,7.2,ok
Modelica.Electrical.Digital.Examples.DLATREGL,1591,7.1,ok
Modelica.Electrical.Digital.Examples.DLATREGSRH,1704,7.7,ok
Modelica.Electrical.Digital.Examples.DLATREGSRL,1544,7.3,ok
Modelica.Electrical.Digital.Examples.FlipFlop,1402,6,ok
Modelica.Electrical.Digital.Examples.FullAdder,1735,7.3,ok
Modelica.Electrical.Digital.Examples.HalfAdder,1496,6.6,ok
Modelica.Electrical.Digital.Examples.INV3S,1397,6.1,ok
Modelica.Electrical.Digital.Examples.MUX2x1,1471,6.6,ok
Modelica.Electrical.Digital.Examples.Multiplexer,1540,6.6,ok
Modelica.Electrical.Digital.Examples.NRXFER,1482,6.6,ok
Modelica.Electrical.Digital.Examples.NXFER,1491,6.7,ok
Modelica.Electrical.Digital.Examples.RAM,1495,6.6,ok
Modelica.Electrical.Digital.Examples.Utilities.Adder,1588,6.6,ok
Modelica.Electrical.Digital.Examples.Utilities.Counter,1499,6.6,ok
Modelica.Electrical.Digital.Examples.Utilities.Counter3,1513,6.6,ok
Modelica.Electrical.Digital.Examples.Utilities.DFF,1479,5.9,ok
Modelica.Electrical.Digital.Examples.Utilities.FullAdder,1512,6.5,ok
Modelica.Electrical.Digital.Examples.Utilities.HalfAdder,1362,6,ok
Modelica.Electrical.Digital.Examples.Utilities.JKFF,1467,5.5,ok
Modelica.Electrical.Digital.Examples.Utilities.MUX4,1484,6,ok
Modelica.Electrical.Digital.Examples.Utilities.RS,1351,5.5,ok
Modelica.Electrical.Digital.Examples.Utilities.RSFF,1478,6,ok
Modelica.Electrical.Digital.Examples.VectorDelay,1486,6.5,ok
Modelica.Electrical.Digital.Examples.WiredX,1541,6.7,ok
Modelica.Electrical.Digital.Gates.AndGate,1369,6,ok
Modelica.Electrical.Digital.Gates.BufGate,1450,6,ok
Modelica.Electrical.Digital.Gates.InvGate,1341,6,ok
Modelica.Electrical.Digital.Gates.NandGate,1362,6,ok
Modelica.Electrical.Digital.Gates.NorGate,1338,6,ok
Modelica.Electrical.Digital.Gates.OrGate,1407,6.1,ok
Modelica.Electrical.Digital.Gates.XnorGate,1465,6,ok
Modelica.Electrical.Digital.Gates.XorGate,1348,6,ok
Modelica.Electrical.Digital.Interfaces.MIMO,1440,5.4,ok
Modelica.Electrical.Digital.Interfaces.MISO,1440,5.3,ok
Modelica.Electrical.Digital.Interfaces.MemoryBase,1452,6,ok
Modelica.Electrical.Digital.Interfaces.SISO,1443,5.4,ok
Modelica.Electrical.Digital.Memories.DLATRAM,1512,6.6,ok
Modelica.Electrical.Digital.Memories.DLATROM,1464,6.6,ok
Modelica.Electrical.Digital.Multiplexers.MUX2x1,1469,6,ok
Modelica.Electrical.Digital.Registers.DFFR,1503,5.9,ok
Modelica.Electrical.Digital.Registers.DFFREG,1480,6.6,ok
Modelica.Electrical.Digital.Registers.DFFREGL,1461,6,ok
Modelica.Electrical.Digital.Registers.DFFREGSRH,1433,6.1,ok
Modelica.Electrical.Digital.Registers.DFFREGSRL,1410,6,ok
Modelica.Electrical.Digital.Registers.DFFSR,1548,6,ok
Modelica.Electrical.Digital.Registers.DLATR,1471,5.5,ok
Modelica.Electrical.Digital.Registers.DLATREG,1409,6,ok
Modelica.Electrical.Digital.Registers.DLATREGL,1467,6,ok
Modelica.Electrical.Digital.Registers.DLATREGSRH,1524,6,ok
Modelica.Electrical.Digital.Registers.DLATREGSRL,1464,6.1,ok
Modelica.Electrical.Digital.Registers.DLATSR,1519,6,ok
Modelica.Electrical.Digital.Sources.DigitalClock,1444,5.3,ok
Modelica.Electrical.Digital.Sources.Pulse,1454,5.3,ok
Modelica.Electrical.Digital.Sources.Set,1439,5.3,ok
Modelica.Electrical.Digital.Sources.Step,1442,5.4,ok
Modelica.Electrical.Digital.Sources.Table,1351,5.3,ok
Modelica.Electrical.Digital.Tristates.BUF3S,1406,5.9,ok
Modelica.Electrical.Digital.Tristates.BUF3SL,1460,6,ok
Modelica.Electrical.Digital.Tristates.INV3S,1377,5.9,ok
Modelica.Electrical.Digital.Tristates.INV3SL,1491,6,ok
Modelica.Electrical.Digital.Tristates.NRXFERGATE,1441,6,ok
Modelica.Electrical.Digital.Tristates.NXFERGATE,1473,5.9,ok
Modelica.Electrical.Digital.Tristates.PRXFERGATE,1454,6,ok
Modelica.Electrical.Digital.Tristates.PXFERGATE,1444,6,ok
Modelica.Electrical.Digital.Tristates.WiredX,1348,5.3,ok
Modelica.Electrical.Digital.UsersGuide.Contact,1456,5.4,ok
Modelica.Electrical.Digital.UsersGuide.Literature,1442,5.4,ok
Modelica.Electrical.Digital.UsersGuide.ReleaseNotes,1441,5.4,ok
Modelica.Electrical.Machines.BasicMachines.Components.AirGapDC,1249,4.3,ok
Modelica.Electrical.Machines.BasicMachines.Components.AirGapR,1262,4.2,ok
Modelica.Electrical.Machines.BasicMachines.Components.AirGapS,1257,4.3,ok
Modelica.Electrical.Machines.BasicMachines.Components.CompoundDCExcitation,1270,4.3,ok
Modelica.Electrical.Machines.BasicMachines.Components.DamperCage,1264,4.3,ok
Modelica.Electrical.Machines.BasicMachines.Components.ElectricalExcitation,1257,4.3,ok
Modelica.Electrical.Machines.BasicMachines.Components.IdealCore,1272,4.2,ok
Modelica.Electrical.Machines.BasicMachines.Components.Inductor,1226,4.7,ok
Modelica.Electrical.Machines.BasicMachines.Components.InductorDC,1259,4.2,ok
Modelica.Electrical.Machines.BasicMachines.Components.PartialAirGap,1275,4.3,ok
Modelica.Electrical.Machines.BasicMachines.Components.PartialAirGapDC,1251,4.3,ok
Modelica.Electrical.Machines.BasicMachines.Components.PartialCore,1228,4.8,ok
Modelica.Electrical.Machines.BasicMachines.Components.PermanentMagnet,1250,4.7,ok
Modelica.Electrical.Machines.BasicMachines.Components.PermanentMagnetWithLosses,1217,4.7,ok
Modelica.Electrical.Machines.BasicMachines.Components.SquirrelCage,1271,4.7,ok
Modelica.Electrical.Machines.BasicMachines.DCMachines.DC_ElectricalExcited,1308,5.5,ok
Modelica.Electrical.Machines.BasicMachines.DCMachines.DC_PermanentMagnet,1334,5.3,ok
Modelica.Electrical.Machines.BasicMachines.DCMachines.DC_SeriesExcited,1306,5.5,ok
Modelica.Electrical.Machines.BasicMachines.InductionMachines.IM_SlipRing,1396,10.7,ok
Modelica.Electrical.Machines.BasicMachines.InductionMachines.IM_SquirrelCage,1369,7.7,ok
Modelica.Electrical.Machines.BasicMachines.QuasiStaticDCMachines.DC_ElectricalExcited,1292,5.5,ok
Modelica.Electrical.Machines.BasicMachines.QuasiStaticDCMachines.DC_PermanentMagnet,1286,5.4,ok
Modelica.Electrical.Machines.BasicMachines.QuasiStaticDCMachines.DC_SeriesExcited,1323,5.5,ok
Modelica.Electrical.Machines.BasicMachines.SynchronousMachines.SM_ElectricalExcited,1309,6.6,ok
Modelica.Electrical.Machines.BasicMachines.SynchronousMachines.SM_PermanentMagnet,1314,6.6,ok
Modelica.Electrical.Machines.BasicMachines.SynchronousMachines.SM_ReluctanceRotor,1307,6,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Dd.Dd00,1327,8.4,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Dd.Dd02,1343,8.4,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Dd.Dd04,1332,8.4,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Dd.Dd06,1331,8.4,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Dd.Dd08,1369,8.3,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Dd.Dd10,1331,8.4,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Dy.Dy01,1325,8.4,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Dy.Dy03,1345,8.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Dy.Dy05,1359,8.4,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Dy.Dy07,1371,8.4,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Dy.Dy09,1343,8.4,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Dy.Dy11,1328,8.4,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Dz.Dz00,1340,8.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Dz.Dz02,1343,8.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Dz.Dz04,1341,8.4,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Dz.Dz06,1329,8.4,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Dz.Dz08,1349,8.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Dz.Dz10,1342,8.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Yd.Yd01,1333,8.4,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Yd.Yd03,1344,8.4,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Yd.Yd05,1344,8.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Yd.Yd07,1326,8.4,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Yd.Yd09,1329,8.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Yd.Yd11,1374,8.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Yy.Yy00,1368,8.4,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Yy.Yy02,1329,8.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Yy.Yy04,1354,8.4,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Yy.Yy06,1330,8.4,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Yy.Yy08,1352,8.7,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Yy.Yy10,1343,8.6,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Yz.Yz01,1345,8.6,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Yz.Yz03,1341,9,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Yz.Yz05,1320,8.6,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Yz.Yz07,1346,8.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Yz.Yz09,1343,8.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Yz.Yz11,1344,8.6,ok
Modelica.Electrical.Machines.Examples.ControlledDCDrives.CurrentControlledDCPM,1407,8.6,ok
Modelica.Electrical.Machines.Examples.ControlledDCDrives.PositionControlledDCPM,1472,12,ok
Modelica.Electrical.Machines.Examples.ControlledDCDrives.SpeedControlledDCPM,1422,9.6,ok
Modelica.Electrical.Machines.Examples.ControlledDCDrives.Utilities.DcdcInverter,1259,4.8,ok
Modelica.Electrical.Machines.Examples.ControlledDCDrives.Utilities.IdealDcDc,1235,4.8,ok
Modelica.Electrical.Machines.Examples.ControlledDCDrives.Utilities.LimitedPI,1313,4.3,ok
Modelica.Electrical.Machines.Examples.ControlledDCDrives.Utilities.PartialControlledDCPM,1393,8.4,ok
Modelica.Electrical.Machines.Examples.ControlledDCDrives.Utilities.SwitchingDcDc,1332,5.5,ok
Modelica.Electrical.Machines.Examples.DCMachines.DCEE_Start,1331,6.1,ok
Modelica.Electrical.Machines.Examples.DCMachines.DCPM_Cooling,1365,6.7,ok
Modelica.Electrical.Machines.Examples.DCMachines.DCPM_CurrentControlled,1344,6.5,ok
Modelica.Electrical.Machines.Examples.DCMachines.DCPM_Drive,1536,18,ok
Modelica.Electrical.Machines.Examples.DCMachines.DCPM_QuasiStatic,1405,9,ok
Modelica.Electrical.Machines.Examples.DCMachines.DCPM_Start,1314,5.5,ok
Modelica.Electrical.Machines.Examples.DCMachines.DCPM_Temperature,1311,6,ok
Modelica.Electrical.Machines.Examples.DCMachines.DCPM_withLosses,1435,9.6,ok
Modelica.Electrical.Machines.Examples.DCMachines.DCSE_SinglePhase,1370,6.7,ok
Modelica.Electrical.Machines.Examples.DCMachines.DCSE_Start,1323,6.6,ok
Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,1578,25.4,ok
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Conveyor,1453,12.6,ok
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_DCBraking,1388,10.9,ok
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_DOL,1486,13.8,ok
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Initialize,1428,12.7,ok
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Inverter,1452,11.5,ok
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_InverterDrive,1751,26.7,ok
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Steinmetz,1451,12.8,ok
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Transformer,1634,22.5,ok
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_YD,1530,17.5,ok
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_YDarc,1585,23.4,ok
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_withLosses,1499,12.7,ok
Modelica.Electrical.Machines.Examples.InductionMachines.IMS_Start,1603,22.3,ok
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMEE_DOL,1551,17.5,ok
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMEE_Generator,1522,15.8,ok
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMEE_LoadDump,1569,20.6,ok
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMEE_Rectifier,1560,18.2,ok
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMPM_Braking,1518,15,ok
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMPM_CurrentSource,1516,12.7,ok
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMPM_Inverter,1477,12,ok
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMPM_NoLoad,1410,9.1,ok
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMPM_ResistiveBraking,1534,16.9,ok
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMPM_VoltageSource,1559,15.7,ok
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMR_DOL,1507,13.7,ok
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMR_Inverter,1451,10.9,ok
Modelica.Electrical.Machines.Examples.Transformers.AsymmetricalLoad,1421,11.5,ok
Modelica.Electrical.Machines.Examples.Transformers.IMC_Transformer,1517,22.3,ok
Modelica.Electrical.Machines.Examples.Transformers.Rectifier12pulse,1718,22.8,ok
Modelica.Electrical.Machines.Examples.Transformers.Rectifier6pulse,1500,15.5,ok
Modelica.Electrical.Machines.Examples.Transformers.TransformerTestbench,1588,16.8,ok
Modelica.Electrical.Machines.Icons.Drive,1188,4.7,ok
Modelica.Electrical.Machines.Icons.FundamentalWaveMachine,1268,4.2,ok
Modelica.Electrical.Machines.Icons.Machine,1255,4.3,ok
Modelica.Electrical.Machines.Icons.QuasiStaticFundamentalWaveMachine,1256,4.1,ok
Modelica.Electrical.Machines.Icons.QuasiStaticMachine,1251,4.2,ok
Modelica.Electrical.Machines.Icons.QuasiStaticTransformer,1258,4.2,ok
Modelica.Electrical.Machines.Icons.TransientMachine,1257,4.2,ok
Modelica.Electrical.Machines.Icons.TransientTransformer,1298,4.3,ok
Modelica.Electrical.Machines.Interfaces.DCMachines.PartialThermalAmbientDCMachines,1268,4.3,ok
Modelica.Electrical.Machines.Interfaces.FlangeSupport,1268,4.2,ok
Modelica.Electrical.Machines.Interfaces.InductionMachines.PartialThermalAmbientInductionMachines,1266,4.8,ok
Modelica.Electrical.Machines.Interfaces.PartialBasicDCMachine,1290,5.4,ok
Modelica.Electrical.Machines.Interfaces.PartialBasicInductionMachine,1332,7.2,ok
Modelica.Electrical.Machines.Interfaces.PartialBasicMachine,1202,4.8,ok
Modelica.Electrical.Machines.Interfaces.PartialBasicTransformer,1329,8.9,ok
Modelica.Electrical.Machines.Losses.DCMachines.Brush,1267,4.3,ok
Modelica.Electrical.Machines.Losses.DCMachines.Core,1264,4.8,ok
Modelica.Electrical.Machines.Losses.DCMachines.StrayLoad,1259,4.4,ok
Modelica.Electrical.Machines.Losses.Friction,1233,4.8,ok
Modelica.Electrical.Machines.Losses.InductionMachines.Brush,1243,4.8,ok
Modelica.Electrical.Machines.Losses.InductionMachines.Core,1250,4.8,ok
Modelica.Electrical.Machines.Losses.InductionMachines.PermanentMagnetLosses,1273,4.3,ok
Modelica.Electrical.Machines.Losses.InductionMachines.StrayLoad,1231,4.7,ok
Modelica.Electrical.Machines.Sensors.CurrentQuasiRMSSensor,1206,4.8,ok
Modelica.Electrical.Machines.Sensors.ElectricalPowerSensor,1266,4.8,ok
Modelica.Electrical.Machines.Sensors.HallSensor,1273,4.8,ok
Modelica.Electrical.Machines.Sensors.MechanicalPowerSensor,1208,4.8,ok
Modelica.Electrical.Machines.Sensors.RotorDisplacementAngle,1209,4.8,ok
Modelica.Electrical.Machines.Sensors.SinCosResolver,1221,4.8,ok
Modelica.Electrical.Machines.Sensors.VoltageQuasiRMSSensor,1200,4.8,ok
Modelica.Electrical.Machines.SpacePhasors.Blocks.FromPolar,1203,4.7,ok
Modelica.Electrical.Machines.SpacePhasors.Blocks.FromSpacePhasor,1244,4.8,ok
Modelica.Electrical.Machines.SpacePhasors.Blocks.LessThreshold,1196,4.8,ok
Modelica.Electrical.Machines.SpacePhasors.Blocks.QuasiRMS,1195,4.8,ok
Modelica.Electrical.Machines.SpacePhasors.Blocks.Rotator,1244,4.7,ok
Modelica.Electrical.Machines.SpacePhasors.Blocks.ToPolar,1177,4.7,ok
Modelica.Electrical.Machines.SpacePhasors.Blocks.ToSpacePhasor,1237,4.2,ok
Modelica.Electrical.Machines.SpacePhasors.Components.Rotator,1263,4.3,ok
Modelica.Electrical.Machines.SpacePhasors.Components.SpacePhasor,1268,4.4,ok
Modelica.Electrical.Machines.Thermal.DCMachines.ThermalAmbientDCCE,1204,4.8,ok
Modelica.Electrical.Machines.Thermal.DCMachines.ThermalAmbientDCEE,1241,4.8,ok
Modelica.Electrical.Machines.Thermal.DCMachines.ThermalAmbientDCPM,1266,4.8,ok
Modelica.Electrical.Machines.Thermal.DCMachines.ThermalAmbientDCSE,1241,4.8,ok
Modelica.Electrical.Machines.Thermal.InductionMachines.ThermalAmbientIMC,1266,4.8,ok
Modelica.Electrical.Machines.Thermal.InductionMachines.ThermalAmbientIMS,1269,4.8,ok
Modelica.Electrical.Machines.Thermal.SynchronousMachines.ThermalAmbientSMEE,1258,4.8,ok
Modelica.Electrical.Machines.Thermal.SynchronousMachines.ThermalAmbientSMPM,1220,4.8,ok
Modelica.Electrical.Machines.Thermal.SynchronousMachines.ThermalAmbientSMR,1250,4.8,ok
Modelica.Electrical.Machines.Thermal.ThermalAmbientTransformer,1208,4.8,ok
Modelica.Electrical.Machines.UsersGuide.Concept,1255,4.3,ok
Modelica.Electrical.Machines.UsersGuide.Contact,1221,4.7,ok
Modelica.Electrical.Machines.UsersGuide.Discrimination,1181,4.7,ok
Modelica.Electrical.Machines.UsersGuide.References,1258,4.2,ok
Modelica.Electrical.Machines.UsersGuide.ReleaseNotes,1260,4.2,ok
Modelica.Electrical.Machines.Utilities.Coupling,1240,4.7,ok
Modelica.Electrical.Machines.Utilities.DQCurrentController,1199,4.8,ok
Modelica.Electrical.Machines.Utilities.DQToThreePhase,1257,4.8,ok
Modelica.Electrical.Machines.Utilities.FromDQ,1264,4.8,ok
Modelica.Electrical.Machines.Utilities.MultiTerminalBox,1180,4.8,ok
Modelica.Electrical.Machines.Utilities.RampedRheostat,1284,5.4,ok
Modelica.Electrical.Machines.Utilities.SinCosEvaluation,1282,4.3,ok
Modelica.Electrical.Machines.Utilities.SwitchYD,1296,6.1,ok
Modelica.Electrical.Machines.Utilities.SwitchYDwithArc,1319,8.4,ok
Modelica.Electrical.Machines.Utilities.SwitchedRheostat,1292,6.1,ok
Modelica.Electrical.Machines.Utilities.TerminalBox,1250,4.8,ok
Modelica.Electrical.Machines.Utilities.ToDQ,1246,4.7,ok
Modelica.Electrical.Machines.Utilities.VfController,1257,4.3,ok
Modelica.Electrical.Polyphase.Basic.Capacitor,1216,4.9,ok
Modelica.Electrical.Polyphase.Basic.Conductor,1274,5.4,ok
Modelica.Electrical.Polyphase.Basic.Delta,1173,4.8,ok
Modelica.Electrical.Polyphase.Basic.Inductor,1210,4.8,ok
Modelica.Electrical.Polyphase.Basic.MultiDelta,1198,4.8,ok
Modelica.Electrical.Polyphase.Basic.MultiStar,1180,4.8,ok
Modelica.Electrical.Polyphase.Basic.MultiStarResistance,1213,5.4,ok
Modelica.Electrical.Polyphase.Basic.MutualInductor,1196,4.8,ok
Modelica.Electrical.Polyphase.Basic.PlugToPin_n,1259,4.3,ok
Modelica.Electrical.Polyphase.Basic.PlugToPin_p,1247,4.3,ok
Modelica.Electrical.Polyphase.Basic.PlugToPins_n,1240,4.8,ok
Modelica.Electrical.Polyphase.Basic.PlugToPins_p,1251,4.3,ok
Modelica.Electrical.Polyphase.Basic.Resistor,1226,5.4,ok
Modelica.Electrical.Polyphase.Basic.SaturatingInductor,1297,4.8,ok
Modelica.Electrical.Polyphase.Basic.SplitToSubsystems,1182,4.8,ok
Modelica.Electrical.Polyphase.Basic.Star,1200,4.8,ok
Modelica.Electrical.Polyphase.Basic.Transformer,1295,5.4,ok
Modelica.Electrical.Polyphase.Basic.VariableCapacitor,1201,4.7,ok
Modelica.Electrical.Polyphase.Basic.VariableConductor,1277,4.9,ok
Modelica.Electrical.Polyphase.Basic.VariableInductor,1209,4.8,ok
Modelica.Electrical.Polyphase.Basic.VariableResistor,1281,5.4,ok
Modelica.Electrical.Polyphase.Basic.ZeroInductor,1231,4.8,ok
Modelica.Electrical.Polyphase.Blocks.QuasiRMS,1285,4.3,ok
Modelica.Electrical.Polyphase.Examples.PolyphaseRectifier,2013,122.6,ok
Modelica.Electrical.Polyphase.Examples.Rectifier,1442,12.6,ok
Modelica.Electrical.Polyphase.Examples.TestSensors,1442,13.2,ok
Modelica.Electrical.Polyphase.Examples.TransformerYD,1387,9,ok
Modelica.Electrical.Polyphase.Examples.TransformerYY,1392,8.9,ok
Modelica.Electrical.Polyphase.Examples.Utilities.AnalysatorAC,1507,12,ok
Modelica.Electrical.Polyphase.Examples.Utilities.AnalysatorDC,1274,4.8,ok
Modelica.Electrical.Polyphase.Ideal.CloserWithArc,1200,5.3,ok
Modelica.Electrical.Polyphase.Ideal.IdealClosingSwitch,1276,4.9,ok
Modelica.Electrical.Polyphase.Ideal.IdealCommutingSwitch,1282,5.3,ok
Modelica.Electrical.Polyphase.Ideal.IdealDiode,1283,5.3,ok
Modelica.Electrical.Polyphase.Ideal.IdealGTOThyristor,1271,5.4,ok
Modelica.Electrical.Polyphase.Ideal.IdealIntermediateSwitch,1280,5.4,ok
Modelica.Electrical.Polyphase.Ideal.IdealOpeningSwitch,1280,4.8,ok
Modelica.Electrical.Polyphase.Ideal.IdealThyristor,1291,5.4,ok
Modelica.Electrical.Polyphase.Ideal.IdealTransformer,1202,4.8,ok
Modelica.Electrical.Polyphase.Ideal.Idle,1263,4.2,ok
Modelica.Electrical.Polyphase.Ideal.OpenerWithArc,1213,5.4,ok
Modelica.Electrical.Polyphase.Ideal.Short,1265,4.8,ok
Modelica.Electrical.Polyphase.Interfaces.ConditionalHeatPort,1205,4.8,ok
Modelica.Electrical.Polyphase.Interfaces.FourPlug,1267,4.3,ok
