name,kind,outcome,message,secs,n_equations,n_states,n_algebraic,n_discrete,n_parameters,structural,n_blocks,n_coupled,largest_coupled,has_arrays,max_depth,n_functions
Modelica.Clocked.IntegerSignals.Sampler.SubSample,Component,success,,0.206,0,0,0,1,2,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Clocked.IntegerSignals.Sampler.SuperSample,Component,success,,0.237,0,0,0,1,2,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Clocked.IntegerSignals.Sampler.Utilities.AssignClockToSquareWaveHold,Component,success,,0.212,0,0,0,3,3,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Clocked.IntegerSignals.Sampler.Utilities.AssignClockToTriggerHold,Component,success,,0.221,0,0,0,4,4,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Clocked.IntegerSignals.Sampler.Utilities.UpSample,Component,success,,0.226,0,0,0,6,8,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Clocked.IntegerSignals.TickBasedSources.Step,Component,success,,0.220,0,0,0,3,5,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Clocked.IntegerSignals.TimeBasedSources.Step,Component,success,,0.208,0,0,0,3,4,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Clocked.RealSignals.Interfaces.PartialClockedMIMO,Interfaces,success,,0.209,0,0,0,0,2,singular,,,,false,0,0
Modelica.Clocked.RealSignals.Interfaces.PartialClockedSISO,Interfaces,success,,0.230,0,0,0,0,0,singular,,,,false,0,0
Modelica.Clocked.RealSignals.Interfaces.PartialClockedSO,Interfaces,success,,0.225,0,0,0,0,0,singular,,,,false,0,0
Modelica.Clocked.RealSignals.Interfaces.PartialNoise,Interfaces,success,,0.225,0,0,0,0,2,singular,,,,false,0,0
Modelica.Clocked.RealSignals.Interfaces.PartialSISOHold,Interfaces,success,,0.212,0,0,0,0,1,singular,,,,false,0,0
Modelica.Clocked.RealSignals.Interfaces.PartialSISOSampler,Interfaces,success,,0.211,0,0,0,0,0,singular,,,,false,0,0
Modelica.Clocked.RealSignals.Interfaces.SamplerIcon,Interfaces,success,,0.208,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Clocked.RealSignals.NonPeriodic.FractionalDelay,Component,success,,0.211,0,0,0,4,6,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Clocked.RealSignals.NonPeriodic.PI,Component,success,,0.212,0,0,0,3,4,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Clocked.RealSignals.NonPeriodic.UnitDelay,Component,success,,0.208,0,0,0,1,2,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Clocked.RealSignals.Periodic.FIRbyCoefficients,Component,success,,0.321,1,0,1,4,6,singular,,,,false,1,0
Modelica.Clocked.RealSignals.Periodic.MovingAverage,Component,success,,0.210,0,0,0,6,7,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Clocked.RealSignals.Periodic.PI,Component,success,,0.211,0,0,0,2,4,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Clocked.RealSignals.Periodic.StateSpace,Component,failed:Typecheck,unevaluable array dimensions for 'u': dimension expression could not be evaluated: [Expression(nin)]; unevaluable array dimensions for 'y': dimension expression could not be evaluated: [Expression(nou,0.386,,,,,,,,,,false,0,
Modelica.Clocked.RealSignals.Periodic.TransferFunction,Component,failed:Typecheck,"unevaluable array dimensions for 'x': dimension expression could not be evaluated: [Expression(Sub { lhs: FunctionCall { comp: size, args: [a, UnsignedInteger(""1"")] }, rhs: UnsignedInteger(""1"") })]; u",0.287,,,,,,,,,,false,0,
Modelica.Clocked.RealSignals.Sampler.AssignClock,Component,success,,0.212,0,0,0,1,2,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Clocked.RealSignals.Sampler.AssignClockVectorized,Component,success,,0.213,0,0,0,1,3,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Clocked.RealSignals.Sampler.BackSample,Component,success,,0.214,0,0,0,1,3,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Clocked.RealSignals.Sampler.Hold,Component,success,,0.215,0,0,0,1,1,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Clocked.RealSignals.Sampler.HoldWithDAeffects,Component,success,,0.218,8,0,4,2,10,ok,8,0,0,false,1,0
Modelica.Clocked.RealSignals.Sampler.Sample,Component,success,,0.212,0,0,0,1,1,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Clocked.RealSignals.Sampler.SampleClocked,Component,success,,0.212,0,0,0,1,1,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Clocked.RealSignals.Sampler.SampleVectorizedAndClocked,Component,success,,0.213,0,0,0,1,2,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Clocked.RealSignals.Sampler.SampleWithADeffects,Component,success,,0.228,1,0,1,9,7,ok,1,0,0,false,2,0
Modelica.Clocked.RealSignals.Sampler.ShiftSample,Component,success,,0.230,0,0,0,1,2,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Clocked.RealSignals.Sampler.SubSample,Component,success,,0.234,0,0,0,1,2,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Clocked.RealSignals.Sampler.SuperSample,Component,success,,0.213,0,0,0,1,2,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Clocked.RealSignals.Sampler.SuperSampleInterpolated,Component,success,,0.213,0,0,0,9,10,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Clocked.RealSignals.Sampler.Utilities.AssignClockToSquareWaveHold,Component,success,,0.212,0,0,0,3,3,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Clocked.RealSignals.Sampler.Utilities.AssignClockToTriggerHold,Component,success,,0.224,0,0,0,4,4,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Clocked.RealSignals.Sampler.Utilities.Internal.ComputationalDelay,Internal,success,,0.211,1,0,1,1,2,ok,1,0,0,false,0,0
Modelica.Clocked.RealSignals.Sampler.Utilities.Internal.Limiter,Internal,success,,0.240,1,0,0,1,3,ok,1,0,0,false,1,0
Modelica.Clocked.RealSignals.Sampler.Utilities.Internal.Quantization,Internal,success,,0.220,1,0,0,0,5,ok,1,0,0,false,0,0
Modelica.Clocked.RealSignals.Sampler.Utilities.Internal.UniformNoise,Internal,success,,0.240,1,0,0,2,4,ok,1,0,0,false,1,1
Modelica.Clocked.RealSignals.Sampler.Utilities.Internal.UniformNoiseXorshift64star,Internal,success,,0.235,1,0,0,2,5,ok,1,0,0,false,1,2
Modelica.Clocked.RealSignals.Sampler.Utilities.UpSample,Component,success,,0.206,0,0,0,6,8,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Clocked.RealSignals.TickBasedSources.Ramp,Component,success,,0.212,1,0,0,2,6,ok,1,0,0,false,1,0
Modelica.Clocked.RealSignals.TickBasedSources.Sine,Component,success,,0.226,1,0,0,4,8,ok,1,0,0,false,1,1
Modelica.Clocked.RealSignals.TickBasedSources.Step,Component,success,,0.235,1,0,0,2,5,ok,1,0,0,false,1,0
Modelica.Clocked.RealSignals.TimeBasedSources.Ramp,Component,success,,0.213,1,0,0,2,5,ok,1,0,0,false,1,0
Modelica.Clocked.RealSignals.TimeBasedSources.Sine,Component,success,,0.233,1,0,0,2,6,ok,1,0,0,false,1,1
Modelica.Clocked.RealSignals.TimeBasedSources.Step,Component,success,,0.217,1,0,0,2,4,ok,1,0,0,false,1,0
Modelica.Clocked.UsersGuide.Clocks,Component,success,,0.214,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Clocked.UsersGuide.Contact,Component,success,,0.222,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Clocked.UsersGuide.GettingStarted,Component,success,,0.204,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Clocked.UsersGuide.Literature,Component,success,,0.213,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Clocked.UsersGuide.ReleaseNotes.Version_0_9,Component,success,,0.230,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Clocked.UsersGuide.ReleaseNotes.Version_0_91,Component,success,,0.221,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Clocked.UsersGuide.ReleaseNotes.Version_0_92,Component,success,,0.213,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Clocked.UsersGuide.ReleaseNotes.Version_0_92_1,Component,success,,0.214,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Clocked.UsersGuide.ReleaseNotes.Version_0_93_0,Component,success,,0.219,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Clocked.UsersGuide.Requirements,Component,success,,0.208,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.ComplexBlocks.ComplexMath.Acos,Component,success,,0.251,4,0,2,0,1,ok,4,0,0,false,1,12
Modelica.ComplexBlocks.ComplexMath.Add,Component,success,,0.275,5,0,4,0,6,singular,,,,false,1,2
Modelica.ComplexBlocks.ComplexMath.Add3,Component,success,,0.294,1,0,0,0,9,singular,,,,false,1,2
Modelica.ComplexBlocks.ComplexMath.Asin,Component,success,,0.247,4,0,2,0,1,ok,4,0,0,false,1,12
Modelica.ComplexBlocks.ComplexMath.Atan,Component,success,,0.239,4,0,2,0,1,ok,4,0,0,false,1,9
Modelica.ComplexBlocks.ComplexMath.Bode,Component,success,,0.247,25,0,14,1,10,singular,,,,false,2,4
Modelica.ComplexBlocks.ComplexMath.ComplexToPolar,Component,success,,0.211,2,0,0,0,1,ok,2,0,0,false,0,1
Modelica.ComplexBlocks.ComplexMath.ComplexToReal,Component,success,,0.223,2,0,0,0,1,ok,2,0,0,false,0,0
Modelica.ComplexBlocks.ComplexMath.Conj,Component,success,,0.242,3,0,2,0,1,singular,,,,false,1,2
Modelica.ComplexBlocks.ComplexMath.Cos,Component,success,,0.237,4,0,2,0,1,ok,4,0,0,false,1,7
Modelica.ComplexBlocks.ComplexMath.Cosh,Component,success,,0.233,4,0,2,0,1,ok,4,0,0,false,1,7
Modelica.ComplexBlocks.ComplexMath.Division,Component,success,,0.232,5,0,4,0,2,singular,,,,false,1,2
Modelica.ComplexBlocks.ComplexMath.Exp,Component,success,,0.265,4,0,2,0,1,ok,4,0,0,false,1,6
Modelica.ComplexBlocks.ComplexMath.Feedback,Component,success,,0.214,1,0,0,0,2,singular,,,,false,0,2
Modelica.ComplexBlocks.ComplexMath.Gain,Component,success,,0.242,1,0,0,0,3,singular,,,,false,1,2
Modelica.ComplexBlocks.ComplexMath.Log,Component,success,,0.260,4,0,2,0,1,ok,4,0,0,false,1,8
Modelica.ComplexBlocks.ComplexMath.PolarToComplex,Component,success,,0.214,2,0,0,0,0,ok,2,0,0,false,0,1
Modelica.ComplexBlocks.ComplexMath.Product,Component,success,,0.218,5,0,4,0,2,singular,,,,false,1,2
Modelica.ComplexBlocks.ComplexMath.RealToComplex,Component,success,,0.211,2,0,0,0,0,ok,2,0,0,false,0,1
Modelica.ComplexBlocks.ComplexMath.Sin,Component,success,,0.238,4,0,2,0,1,ok,4,0,0,false,1,7
Modelica.ComplexBlocks.ComplexMath.Sinh,Component,success,,0.234,4,0,2,0,1,ok,4,0,0,false,1,7
Modelica.ComplexBlocks.ComplexMath.Sqrt,Component,success,,0.260,4,0,2,0,1,ok,4,0,0,false,1,9
Modelica.ComplexBlocks.ComplexMath.Sum,Component,success,,0.256,3,0,2,0,4,singular,,,,true,1,2
Modelica.ComplexBlocks.ComplexMath.Tan,Component,success,,0.253,4,0,2,0,1,ok,4,0,0,false,1,9
Modelica.ComplexBlocks.ComplexMath.Tanh,Component,success,,0.248,4,0,2,0,1,ok,4,0,0,false,1,9
Modelica.ComplexBlocks.ComplexMath.TransferFunction,Component,success,,0.293,9,0,10,0,3,singular,,,,false,1,3
Modelica.ComplexBlocks.Examples.ShowTransferFunction,Examples,success,,0.292,21,0,18,1,18,singular,,,,false,2,4
Modelica.ComplexBlocks.Examples.TestConversionBlock,Examples,success,,0.237,10,0,4,1,10,ok,10,0,0,false,2,1
Modelica.ComplexBlocks.Icons.ComplexBlock,Icons,success,,0.211,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.ComplexBlocks.Interfaces.ComplexMI2MO,Interfaces,success,,0.276,4,0,4,0,3,singular,,,,true,1,2
Modelica.ComplexBlocks.Interfaces.ComplexMIMO,Interfaces,success,,0.247,2,0,2,0,3,singular,,,,true,1,2
Modelica.ComplexBlocks.Interfaces.ComplexMIMOs,Interfaces,success,,0.244,2,0,2,0,2,singular,,,,true,1,2
Modelica.ComplexBlocks.Interfaces.ComplexMISO,Interfaces,success,,0.248,2,0,2,0,2,singular,,,,true,1,2
Modelica.ComplexBlocks.Interfaces.ComplexMO,Interfaces,success,,0.207,0,0,0,0,1,singular,,,,false,0,0
Modelica.ComplexBlocks.Interfaces.ComplexSI2SO,Interfaces,success,,0.218,4,0,4,0,2,singular,,,,false,1,2
Modelica.ComplexBlocks.Interfaces.ComplexSIMO,Interfaces,success,,0.222,2,0,2,0,2,singular,,,,false,1,2
Modelica.ComplexBlocks.Interfaces.ComplexSISO,Interfaces,success,,0.225,2,0,2,0,1,singular,,,,false,1,2
Modelica.ComplexBlocks.Interfaces.ComplexSO,Interfaces,success,,0.209,0,0,0,0,0,singular,,,,false,0,0
Modelica.ComplexBlocks.Interfaces.ComplexSignalSource,Interfaces,success,,0.244,0,0,0,0,3,singular,,,,false,1,1
Modelica.ComplexBlocks.Routing.ComplexPassThrough,Component,success,,0.219,3,0,2,0,1,singular,,,,false,1,2
Modelica.ComplexBlocks.Routing.ExtractSignal,Component,success,,0.260,3,0,2,0,4,singular,,,,true,1,2
Modelica.ComplexBlocks.Routing.Extractor,Component,success,,0.271,3,0,2,3,6,singular,,,,true,1,2
Modelica.ComplexBlocks.Routing.Replicator,Component,success,,0.228,3,0,2,0,2,singular,,,,false,1,2
Modelica.ComplexBlocks.Sources.ComplexConstant,Component,success,,0.211,1,0,0,0,2,singular,,,,false,1,0
Modelica.ComplexBlocks.Sources.ComplexExpression,Component,failed:ToDae,"unbalanced model: 0 equations, 2 unknowns (balance = -2)",0.221,,,,,,,,,,false,0,
Modelica.ComplexBlocks.Sources.ComplexRampPhasor,Component,success,,0.230,2,0,1,1,7,singular,,,,false,1,5
Modelica.ComplexBlocks.Sources.ComplexRotatingPhasor,Component,success,,0.227,2,0,1,0,3,singular,,,,false,0,5
Modelica.ComplexBlocks.Sources.ComplexStep,Component,success,,0.266,1,0,0,1,6,singular,,,,false,1,1
Modelica.ComplexBlocks.UsersGuide.Contact,Component,success,,0.204,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.ComplexBlocks.UsersGuide.ReleaseNotes,Component,success,,0.214,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Electrical.Analog.Basic.CCC,Component,success,,0.229,12,0,12,0,1,singular,,,,false,1,0
Modelica.Electrical.Analog.Basic.CCV,Component,success,,0.225,12,0,12,0,1,singular,,,,false,1,0
Modelica.Electrical.Analog.Basic.Capacitor,Component,success,,0.222,6,1,5,0,1,singular,,,,false,1,0
Modelica.Electrical.Analog.Basic.Conductor,Component,success,,0.241,9,0,9,0,5,singular,,,,false,1,0
Modelica.Electrical.Analog.Basic.GeneralCurrentToVoltageAdaptor,Component,success,,0.247,14,2,9,0,10,singular,,,,false,1,1
Modelica.Electrical.Analog.Basic.GeneralVoltageToCurrentAdaptor,Component,success,,0.248,14,2,9,0,10,singular,,,,false,1,1
Modelica.Electrical.Analog.Basic.Ground,Component,success,,0.215,2,0,2,0,0,ok,2,0,0,false,1,0
Modelica.Electrical.Analog.Basic.Gyrator,Component,success,,0.217,12,0,12,0,2,singular,,,,false,1,0
Modelica.Electrical.Analog.Basic.Inductor,Component,success,,0.212,6,1,5,0,1,singular,,,,false,1,0
Modelica.Electrical.Analog.Basic.M_Transformer,Component,success,,0.230,16,1,13,0,4,singular,,,,true,1,0
Modelica.Electrical.Analog.Basic.OpAmp,Component,success,,0.208,13,0,13,1,2,singular,,,,false,1,0
Modelica.Electrical.Analog.Basic.OpAmpDetailed,Component,success,,0.228,31,7,24,0,31,singular,,,,false,1,2
Modelica.Electrical.Analog.Basic.Potentiometer,Component,success,,0.214,12,0,11,0,8,singular,,,,false,1,0
Modelica.Electrical.Analog.Basic.Resistor,Component,success,,0.216,9,0,9,0,5,singular,,,,false,1,0
Modelica.Electrical.Analog.Basic.RotationalEMF,Component,success,,0.214,18,1,17,0,3,singular,,,,false,2,0
Modelica.Electrical.Analog.Basic.SaturatingInductor,Component,success,,0.216,8,1,7,0,5,singular,,,,false,1,1
Modelica.Electrical.Analog.Basic.Transformer,Component,success,,0.210,13,2,11,0,3,singular,,,,false,1,0
Modelica.Electrical.Analog.Basic.TranslationalEMF,Component,success,,0.216,18,1,17,0,3,singular,,,,false,2,0
Modelica.Electrical.Analog.Basic.VCC,Component,success,,0.227,12,0,12,0,1,singular,,,,false,1,0
Modelica.Electrical.Analog.Basic.VCV,Component,success,,0.209,12,0,12,0,1,singular,,,,false,1,0
Modelica.Electrical.Analog.Basic.VariableCapacitor,Component,success,,0.210,7,1,6,0,3,singular,,,,false,1,0
Modelica.Electrical.Analog.Basic.VariableConductor,Component,success,,0.224,9,0,9,0,4,singular,,,,false,1,0
Modelica.Electrical.Analog.Basic.VariableInductor,Component,success,,0.219,7,1,6,0,3,singular,,,,false,1,0
Modelica.Electrical.Analog.Basic.VariableResistor,Component,success,,0.225,9,0,9,0,4,singular,,,,false,1,0
Modelica.Electrical.Analog.Examples.AD_DA_conversion,Examples,success,,0.252,27,0,26,12,41,ok,27,0,0,false,2,1
Modelica.Electrical.Analog.Examples.AmplifierWithOpAmpDetailed,Examples,success,,0.259,78,7,70,1,61,ok,66,1,13,false,2,3
Modelica.Electrical.Analog.Examples.CauerLowPassAnalog,Examples,success,,0.236,69,7,61,1,31,singular,,,,false,2,0
Modelica.Electrical.Analog.Examples.CauerLowPassOPV,Examples,success,,0.283,240,9,230,1,78,singular,,,,false,2,0
Modelica.Electrical.Analog.Examples.CauerLowPassSC,Examples,success,,0.386,537,20,505,122,232,singular,,,,false,3,0
Modelica.Electrical.Analog.Examples.CharacteristicIdealDiodes,Examples,success,,0.260,77,0,74,4,64,ok,50,3,10,false,2,1
Modelica.Electrical.Analog.Examples.CharacteristicThyristors,Examples,success,,0.489,84,0,82,15,94,ok,48,4,10,false,3,10
Modelica.Electrical.Analog.Examples.ChuaCircuit,Examples,success,,0.232,44,3,41,1,17,ok,44,0,0,false,2,0
Modelica.Electrical.Analog.Examples.CompareTransformers,Examples,success,,0.267,123,4,109,1,75,singular,,,,false,2,1
Modelica.Electrical.Analog.Examples.ControlledSwitchWithArc,Examples,success,,0.288,76,2,73,5,43,ok,76,0,0,false,3,1
Modelica.Electrical.Analog.Examples.DemoPowerSupply,Examples,success,,0.246,22,0,20,3,20,ok,15,1,8,false,2,2
Modelica.Electrical.Analog.Examples.DemoPowerSupplyWithBuffer,Examples,success,,0.246,45,1,41,6,40,ok,31,1,15,false,2,0
Modelica.Electrical.Analog.Examples.DemonstrateLightning,Examples,success,,0.291,56,4,44,3,63,singular,,,,false,2,0
Modelica.Electrical.Analog.Examples.DifferenceAmplifier,Examples,success,,0.332,207,13,191,1,150,singular,,,,false,3,6
Modelica.Electrical.Analog.Examples.GenerationOfFMUs,Examples,success,,0.308,306,32,236,1,157,singular,,,,false,3,2
Modelica.Electrical.Analog.Examples.HeatingMOSInverter,Examples,success,,0.273,92,2,88,1,56,singular,,,,false,2,2
Modelica.Electrical.Analog.Examples.HeatingNPN_NORGate,Examples,success,,0.298,154,10,141,5,138,singular,,,,false,3,4
Modelica.Electrical.Analog.Examples.HeatingPNP_NORGate,Examples,success,,0.313,154,10,141,5,138,singular,,,,false,3,4
Modelica.Electrical.Analog.Examples.HeatingRectifier,Examples,success,,0.248,49,2,46,1,31,singular,,,,false,2,3
Modelica.Electrical.Analog.Examples.IdealTriacCircuit,Examples,success,,0.265,55,1,53,8,47,ok,34,1,22,false,3,1
Modelica.Electrical.Analog.Examples.InvertingAmp,Examples,success,,0.251,58,0,56,3,43,ok,45,1,14,false,3,0
Modelica.Electrical.Analog.Examples.Lines.CompareLineTrunks,Examples,success,,0.897,1091,60,970,1,457,singular,,,,true,3,0
Modelica.Electrical.Analog.Examples.Lines.CompareLosslessLines,Examples,success,,0.493,116,0,115,3,52,ok,77,3,19,false,2,0
Modelica.Electrical.Analog.Examples.Lines.LightningLosslessTransmissionLine,Examples,success,,0.340,53,0,51,1,56,ok,33,1,21,false,2,1
Modelica.Electrical.Analog.Examples.Lines.LightningSegmentedTransmissionLine,Examples,success,,5.345,6477,402,5671,1,2482,singular,,,,true,3,1
Modelica.Electrical.Analog.Examples.Lines.SmoothStep,Examples,success,,1.488,1934,116,1702,1,775,ok,1925,1,10,true,3,0
Modelica.Electrical.Analog.Examples.NandGate,Examples,success,,0.282,143,2,138,5,117,ok,143,0,0,false,3,1
Modelica.Electrical.Analog.Examples.OpAmps.Adder,Examples,success,,0.264,78,0,76,1,44,ok,59,1,20,false,3,1
Modelica.Electrical.Analog.Examples.OpAmps.Comparator,Examples,success,,0.245,59,0,56,3,49,ok,57,1,3,false,3,0
Modelica.Electrical.Analog.Examples.OpAmps.ControlCircuit,Examples,success,,0.318,311,6,298,1,174,ok,236,6,20,false,3,0
Modelica.Electrical.Analog.Examples.OpAmps.DifferentialAmplifier,Examples,success,,0.425,136,1,125,2,93,ok,77,1,60,false,3,1
Modelica.Electrical.Analog.Examples.OpAmps.Differentiator,Examples,success,,0.251,57,1,54,3,45,ok,57,0,0,false,3,0
Modelica.Electrical.Analog.Examples.OpAmps.HighPass,Examples,success,,0.247,66,1,63,3,52,ok,51,1,16,false,3,0
Modelica.Electrical.Analog.Examples.OpAmps.Integrator,Examples,success,,0.256,57,1,54,3,45,ok,51,1,7,false,3,0
Modelica.Electrical.Analog.Examples.OpAmps.InvertingAmplifier,Examples,success,,0.247,59,0,57,3,48,ok,45,1,15,false,3,0
Modelica.Electrical.Analog.Examples.OpAmps.InvertingSchmittTrigger,Examples,success,,0.243,47,0,45,3,48,ok,34,1,14,false,3,0
Modelica.Electrical.Analog.Examples.OpAmps.LCOscillator,Examples,success,,0.238,61,2,58,0,32,ok,47,1,15,false,2,0
Modelica.Electrical.Analog.Examples.OpAmps.LowPass,Examples,success,,0.250,66,1,63,3,52,ok,58,1,9,false,3,0
Modelica.Electrical.Analog.Examples.OpAmps.Multivibrator,Examples,success,,0.249,55,1,53,0,29,ok,39,1,17,false,2,0
Modelica.Electrical.Analog.Examples.OpAmps.NonInvertingAmplifier,Examples,success,,0.251,59,0,57,3,48,ok,45,1,15,false,3,0
Modelica.Electrical.Analog.Examples.OpAmps.OpAmpCircuits.Add,Examples,success,,0.273,58,0,58,0,29,singular,,,,false,2,0
Modelica.Electrical.Analog.Examples.OpAmps.OpAmpCircuits.Buffer,Examples,success,,0.249,45,0,45,0,22,singular,,,,false,2,0
Modelica.Electrical.Analog.Examples.OpAmps.OpAmpCircuits.Der,Examples,success,,0.250,43,1,42,0,19,singular,,,,false,2,0
Modelica.Electrical.Analog.Examples.OpAmps.OpAmpCircuits.Derivative,Examples,success,,0.254,52,1,51,0,25,singular,,,,false,2,0
Modelica.Electrical.Analog.Examples.OpAmps.OpAmpCircuits.Feedback,Examples,success,,0.261,67,0,67,0,32,singular,,,,false,2,0
Modelica.Electrical.Analog.Examples.OpAmps.OpAmpCircuits.FirstOrder,Examples,success,,0.249,52,1,51,0,25,singular,,,,false,2,0
Modelica.Electrical.Analog.Examples.OpAmps.OpAmpCircuits.Gain,Examples,success,,0.251,45,0,45,0,22,singular,,,,false,2,0
Modelica.Electrical.Analog.Examples.OpAmps.OpAmpCircuits.Integrator,Examples,success,,0.238,43,1,42,0,19,singular,,,,false,2,0
Modelica.Electrical.Analog.Examples.OpAmps.OpAmpCircuits.PI,Examples,success,,0.244,51,1,50,0,25,singular,,,,false,2,0
Modelica.Electrical.Analog.Examples.OpAmps.OpAmpCircuits.PartialOpAmp,Examples,success,,0.226,23,0,27,0,9,singular,,,,false,2,0
Modelica.Electrical.Analog.Examples.OpAmps.SchmittTrigger,Examples,success,,0.246,47,0,45,3,48,ok,33,1,15,false,3,0
Modelica.Electrical.Analog.Examples.OpAmps.SignalGenerator,Examples,success,,0.255,75,1,72,1,37,ok,57,2,14,false,2,0
Modelica.Electrical.Analog.Examples.OpAmps.Subtracter,Examples,success,,0.262,87,0,85,1,47,ok,64,2,15,false,3,1
Modelica.Electrical.Analog.Examples.OpAmps.VoltageFollower,Examples,success,,0.256,47,0,45,3,46,ok,43,1,5,false,3,0
Modelica.Electrical.Analog.Examples.OvervoltageProtection,Examples,success,,0.255,49,1,47,1,41,ok,40,1,10,false,2,1
Modelica.Electrical.Analog.Examples.ParallelResonance,Examples,success,,0.246,79,6,68,1,31,ok,79,0,0,false,2,0
Modelica.Electrical.Analog.Examples.Rectifier,Examples,success,,0.337,120,5,105,7,78,singular,,,,false,2,1
Modelica.Electrical.Analog.Examples.Resistor,Examples,success,,0.234,28,0,27,1,19,ok,19,1,10,false,2,2
Modelica.Electrical.Analog.Examples.ResonanceCircuits,Examples,success,,0.302,251,28,191,1,163,singular,,,,false,2,2
Modelica.Electrical.Analog.Examples.SeriesResonance,Examples,success,,0.243,79,6,68,1,31,ok,79,0,0,false,2,0
Modelica.Electrical.Analog.Examples.ShowSaturatingInductor,Examples,success,,0.235,23,2,20,1,25,ok,23,0,0,false,2,2
Modelica.Electrical.Analog.Examples.ShowVariableResistor,Examples,success,,0.246,67,0,65,1,45,ok,39,2,15,false,2,1
Modelica.Electrical.Analog.Examples.SimpleTriacCircuit,Examples,success,,0.265,85,3,80,5,103,ok,55,1,31,false,3,1
Modelica.Electrical.Analog.Examples.SwitchWithArc,Examples,success,,0.245,63,2,61,9,36,ok,63,0,0,false,2,0
Modelica.Electrical.Analog.Examples.ThyristorBehaviourTest,Examples,success,,0.250,46,2,42,3,52,ok,46,0,0,false,3,1
Modelica.Electrical.Analog.Examples.Utilities.Conductor,Examples,success,,0.240,41,4,31,0,26,singular,,,,false,2,0
Modelica.Electrical.Analog.Examples.Utilities.DirectCapacitor,Examples,failed:ToDae,"unbalanced model: 30 equations, 31 unknowns (balance = -1)",0.234,,,,,,,,,,false,0,
Modelica.Electrical.Analog.Examples.Utilities.DirectInductor,Examples,failed:ToDae,"unbalanced model: 30 equations, 31 unknowns (balance = -1)",0.232,,,,,,,,,,false,0,
Modelica.Electrical.Analog.Examples.Utilities.InverseCapacitor,Examples,success,,0.233,24,3,18,0,12,singular,,,,false,2,1
Modelica.Electrical.Analog.Examples.Utilities.InverseInductor,Examples,success,,0.238,24,3,18,0,12,singular,,,,false,2,1
Modelica.Electrical.Analog.Examples.Utilities.Nand,Examples,success,,0.258,116,2,114,1,63,singular,,,,false,2,1
Modelica.Electrical.Analog.Examples.Utilities.NonlinearResistor,Examples,success,,0.215,6,0,6,1,4,singular,,,,false,1,0
Modelica.Electrical.Analog.Examples.Utilities.RealSwitch,Examples,success,,0.224,29,0,29,1,11,singular,,,,false,2,0
Modelica.Electrical.Analog.Examples.Utilities.Resistor,Examples,success,,0.255,41,4,31,0,26,singular,,,,false,2,0
Modelica.Electrical.Analog.Examples.Utilities.SwitchedCapacitor,Examples,success,,0.236,36,1,34,12,20,ok,25,1,12,false,2,0
Modelica.Electrical.Analog.Examples.Utilities.Transistor,Examples,success,,0.271,51,4,47,0,48,singular,,,,false,2,4
