name,kind,outcome,message,secs,n_equations,n_states,n_algebraic,n_discrete,n_parameters,structural,n_blocks,n_coupled,largest_coupled,has_arrays,max_depth,n_functions
Modelica.Electrical.QuasiStatic.SinglePhase.Ideal.Short,Component,failed:Flatten,"unsupported equation form: Connections.branch(pin_p.reference, pin_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",0.240,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Interfaces.AbsoluteSensor,Interfaces,success,,0.220,3,1,5,0,0,singular,,,,false,2,1
Modelica.Electrical.QuasiStatic.SinglePhase.Interfaces.OnePort,Interfaces,failed:Flatten,"unsupported equation form: Connections.branch(pin_p.reference, pin_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",0.224,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Interfaces.RelativeSensorElementary,Interfaces,failed:Flatten,"unsupported equation form: Connections.branch(pin_p.reference, pin_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",0.199,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Interfaces.Source,Interfaces,success,,0.238,14,1,23,0,0,singular,,,,false,2,8
Modelica.Electrical.QuasiStatic.SinglePhase.Interfaces.TwoPin,Interfaces,failed:Flatten,"unsupported equation form: Connections.branch(pin_p.reference, pin_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",0.231,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Interfaces.TwoPinElementary,Interfaces,failed:Flatten,"unsupported equation form: Connections.branch(pin_p.reference, pin_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",0.196,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Sensors.CurrentRMSSensor,Component,failed:Flatten,"unsupported equation form: Connections.branch(pin_p.reference, pin_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",0.207,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Sensors.CurrentSensor,Component,failed:Flatten,"unsupported equation form: Connections.branch(pin_p.reference, pin_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",0.228,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Sensors.FrequencySensor,Component,success,,0.222,4,1,5,0,0,singular,,,,false,2,1
Modelica.Electrical.QuasiStatic.SinglePhase.Sensors.MultiSensor,Component,failed:Flatten,"unsupported equation form: Connections.branch(pc.reference, nc.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",0.236,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Sensors.PotentialSensor,Component,success,,0.231,6,1,7,0,0,singular,,,,false,2,5
Modelica.Electrical.QuasiStatic.SinglePhase.Sensors.PowerSensor,Component,failed:Flatten,"unsupported equation form: Connections.branch(currentP.reference, currentN.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.",0.224,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Sensors.ReferenceSensor,Component,success,,0.216,4,1,5,0,0,singular,,,,false,2,1
Modelica.Electrical.QuasiStatic.SinglePhase.Sensors.VoltageRMSSensor,Component,failed:Flatten,"unsupported equation form: Connections.branch(pin_p.reference, pin_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",0.206,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Sensors.VoltageSensor,Component,failed:Flatten,"unsupported equation form: Connections.branch(pin_p.reference, pin_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",0.217,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Sources.CurrentSource,Component,success,,0.242,17,1,23,0,3,singular,,,,false,2,8
Modelica.Electrical.QuasiStatic.SinglePhase.Sources.FrequencySweepCurrentSource,Component,success,,0.293,45,2,50,1,13,singular,,,,false,3,11
Modelica.Electrical.QuasiStatic.SinglePhase.Sources.FrequencySweepVoltageSource,Component,success,,0.286,45,2,50,1,13,singular,,,,false,3,11
Modelica.Electrical.QuasiStatic.SinglePhase.Sources.VariableCurrentSource,Component,success,,0.245,16,1,23,0,0,singular,,,,false,2,8
Modelica.Electrical.QuasiStatic.SinglePhase.Sources.VariableVoltageSource,Component,success,,0.248,16,1,23,0,0,singular,,,,false,2,8
Modelica.Electrical.QuasiStatic.SinglePhase.Sources.VoltageSource,Component,success,,0.244,17,1,23,0,3,singular,,,,false,2,8
Modelica.Electrical.QuasiStatic.SinglePhase.Utilities.GraetzRectifier,Component,success,,0.231,50,0,50,5,21,ok,36,2,8,false,2,0
Modelica.Electrical.QuasiStatic.SinglePhase.Utilities.IdealACDCConverter,Component,failed:Flatten,"unsupported equation form: Connections.branch(pin_pQS.reference, pin_nQS.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",0.225,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.UsersGuide.Contact,Component,success,,0.224,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Electrical.QuasiStatic.UsersGuide.Glossar,Component,success,,0.209,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Electrical.QuasiStatic.UsersGuide.Overview.ACCircuit,Component,success,,0.213,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Electrical.QuasiStatic.UsersGuide.Overview.Introduction,Component,success,,0.206,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Electrical.QuasiStatic.UsersGuide.Overview.Power,Component,success,,0.205,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Electrical.QuasiStatic.UsersGuide.Overview.ReferenceSystem,Component,success,,0.208,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Electrical.QuasiStatic.UsersGuide.References,Component,success,,0.215,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Electrical.QuasiStatic.UsersGuide.ReleaseNotes,Component,success,,0.209,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Electrical.Spice3.Additionals.E_VCV_POLY,Component,success,,0.215,9,0,9,0,2,singular,,,,true,1,1
Modelica.Electrical.Spice3.Additionals.F_CCC_POLY,Component,success,,0.216,9,0,9,0,2,singular,,,,true,1,1
Modelica.Electrical.Spice3.Additionals.G_VCC_POLY,Component,success,,0.217,9,0,9,0,2,singular,,,,true,1,1
Modelica.Electrical.Spice3.Additionals.H_CCV_POLY,Component,success,,0.221,9,0,9,0,2,singular,,,,true,1,1
Modelica.Electrical.Spice3.Basic.C_Capacitor,Component,success,,0.209,7,1,6,0,3,singular,,,,false,1,0
Modelica.Electrical.Spice3.Basic.E_VCV,Component,success,,0.212,12,0,12,0,1,singular,,,,false,1,0
Modelica.Electrical.Spice3.Basic.F_CCC,Component,success,,0.210,12,0,12,0,1,singular,,,,false,1,0
Modelica.Electrical.Spice3.Basic.G_VCC,Component,success,,0.216,12,0,12,0,1,singular,,,,false,1,0
Modelica.Electrical.Spice3.Basic.Ground,Component,success,,0.214,2,0,2,0,0,ok,2,0,0,false,1,0
Modelica.Electrical.Spice3.Basic.H_CCV,Component,success,,0.211,12,0,12,0,1,singular,,,,false,1,0
Modelica.Electrical.Spice3.Basic.K_CoupledInductors,Component,success,,0.210,5,0,5,0,1,ok,5,0,0,false,1,0
Modelica.Electrical.Spice3.Basic.L_Inductor,Component,success,,0.209,10,1,8,0,3,singular,,,,false,1,0
Modelica.Electrical.Spice3.Basic.R_Resistor,Component,success,,0.210,6,0,6,0,1,singular,,,,false,1,0
Modelica.Electrical.Spice3.Examples.CascodeCircuit,Examples,success,,0.394,68,4,64,1,283,ok,57,2,7,false,2,23
Modelica.Electrical.Spice3.Examples.CoupledInductors,Examples,success,,0.239,103,5,95,1,29,ok,90,1,14,false,2,2
Modelica.Electrical.Spice3.Examples.FourInverters,Examples,success,,2.126,282,36,246,7,1999,singular,,,,false,2,27
Modelica.Electrical.Spice3.Examples.Graetz,Examples,failed:ToDae,"unsupported model algorithm in solver-facing DAE: algorithm from rout (statement=algorithm assignment target `rout.vp` is missing from DAE variables at SourceSpan { offset: SourceOffset(239841), lengt",0.690,,,,,,,,,,false,0,
Modelica.Electrical.Spice3.Examples.Inverter,Examples,success,,0.771,74,8,66,7,505,singular,,,,false,2,27
Modelica.Electrical.Spice3.Examples.InvertersApartRecord,Examples,success,,1.229,148,18,130,7,1045,singular,,,,false,2,27
Modelica.Electrical.Spice3.Examples.InvertersExtendedModel,Examples,success,,1.255,148,18,130,7,1105,singular,,,,false,2,27
Modelica.Electrical.Spice3.Examples.InvertersExtendedModel.MNmos,Examples,failed:ToDae,unresolved reference: SpiceConstants.CKTgmin,0.541,,,,,,,,,,false,0,
Modelica.Electrical.Spice3.Examples.InvertersExtendedModel.MPmos,Examples,failed:ToDae,unresolved reference: SpiceConstants.CKTgmin,0.536,,,,,,,,,,false,0,
Modelica.Electrical.Spice3.Examples.Nand,Examples,success,,1.200,140,16,124,7,980,singular,,,,false,2,27
Modelica.Electrical.Spice3.Examples.Nor,Examples,success,,1.241,140,16,124,10,994,singular,,,,false,2,27
Modelica.Electrical.Spice3.Examples.Oscillator,Examples,success,,0.511,128,10,118,4,485,singular,,,,false,2,16
Modelica.Electrical.Spice3.Examples.Spice3BenchmarkDifferentialPair,Examples,success,,0.542,151,8,143,7,541,singular,,,,false,2,18
Modelica.Electrical.Spice3.Examples.Spice3BenchmarkFourBitBinaryAdder,Examples,success,,53.447,10175,936,9334,25,49831,singular,,,,false,6,37
Modelica.Electrical.Spice3.Examples.Spice3BenchmarkFourBitBinaryAdder.FOURBIT,Examples,success,,52.801,10046,936,9218,0,49647,singular,,,,false,5,37
Modelica.Electrical.Spice3.Examples.Spice3BenchmarkFourBitBinaryAdder.NAND,Examples,success,,1.350,271,26,248,0,1368,singular,,,,false,2,37
Modelica.Electrical.Spice3.Examples.Spice3BenchmarkFourBitBinaryAdder.ONEBIT,Examples,success,,10.053,2477,234,2270,0,12369,singular,,,,false,3,37
Modelica.Electrical.Spice3.Examples.Spice3BenchmarkFourBitBinaryAdder.TWOBIT,Examples,success,,22.692,4992,468,4578,0,24795,singular,,,,false,4,37
Modelica.Electrical.Spice3.Examples.Spice3BenchmarkMosfetCharacterization,Examples,success,,0.597,58,4,54,7,299,singular,,,,false,2,27
Modelica.Electrical.Spice3.Examples.Spice3BenchmarkRtlInverter,Examples,success,,0.502,73,4,69,4,289,singular,,,,false,2,16
Modelica.Electrical.Spice3.Interfaces.ConditionalSubstrate,Interfaces,success,,0.243,1,0,2,0,1,singular,,,,false,0,0
Modelica.Electrical.Spice3.Interfaces.TwoPortControlledSources,Interfaces,success,,0.232,10,0,12,0,0,singular,,,,false,1,0
Modelica.Electrical.Spice3.Internal.BJT2,Internal,success,,0.453,37,4,33,0,229,singular,,,,false,1,16
Modelica.Electrical.Spice3.Internal.C_SEMI,Internal,failed:ToDae,"unsupported model algorithm in solver-facing DAE: algorithm from  (statement=algorithm assignment target `vp` is missing from DAE variables at SourceSpan { offset: SourceOffset(243634), length: 2 })",0.277,,,,,,,,,,false,0,
Modelica.Electrical.Spice3.Internal.DIODE,Internal,success,,0.437,10,2,9,0,54,singular,,,,false,1,26
Modelica.Electrical.Spice3.Internal.JFET,Internal,success,,0.394,21,2,19,0,137,ok,12,1,10,false,1,21
Modelica.Electrical.Spice3.Internal.MOS,Internal,success,,0.626,30,4,26,0,237,singular,,,,false,1,27
Modelica.Electrical.Spice3.Internal.MOS2,Internal,failed:ToDae,unresolved reference: in_p.m_lambda,0.786,,,,,,,,,,false,0,
Modelica.Electrical.Spice3.Internal.R_SEMI,Internal,failed:ToDae,"unsupported model algorithm in solver-facing DAE: algorithm from  (statement=algorithm assignment target `vp` is missing from DAE variables at SourceSpan { offset: SourceOffset(239841), length: 2 })",0.340,,,,,,,,,,false,0,
Modelica.Electrical.Spice3.Semiconductors.C_Capacitor,Component,failed:ToDae,"unsupported model algorithm in solver-facing DAE: algorithm from  (statement=algorithm assignment target `vp` is missing from DAE variables at SourceSpan { offset: SourceOffset(243634), length: 2 })",0.275,,,,,,,,,,false,0,
Modelica.Electrical.Spice3.Semiconductors.D_DIODE,Component,failed:ToDae,unresolved reference: SpiceConstants.CKTgmin,0.422,,,,,,,,,,false,0,
Modelica.Electrical.Spice3.Semiconductors.J_NJFJFET,Component,success,,0.377,21,2,19,0,137,ok,12,1,10,false,1,21
Modelica.Electrical.Spice3.Semiconductors.J_PJFJFET,Component,success,,0.383,21,2,19,0,137,ok,12,1,10,false,1,21
Modelica.Electrical.Spice3.Semiconductors.M_NMOS,Component,failed:ToDae,unresolved reference: SpiceConstants.CKTgmin,0.624,,,,,,,,,,false,0,
Modelica.Electrical.Spice3.Semiconductors.M_NMOS2,Component,failed:ToDae,unresolved reference: in_p.m_lambda,0.788,,,,,,,,,,false,0,
Modelica.Electrical.Spice3.Semiconductors.M_PMOS,Component,failed:ToDae,unresolved reference: SpiceConstants.CKTgmin,0.628,,,,,,,,,,false,0,
Modelica.Electrical.Spice3.Semiconductors.M_PMOS2,Component,failed:ToDae,unresolved reference: in_p.m_lambda,0.791,,,,,,,,,,false,0,
Modelica.Electrical.Spice3.Semiconductors.Q_NPNBJT,Component,success,,0.467,37,4,33,0,229,singular,,,,false,1,16
Modelica.Electrical.Spice3.Semiconductors.Q_PNPBJT,Component,success,,0.461,37,4,33,0,229,singular,,,,false,1,16
Modelica.Electrical.Spice3.Semiconductors.R_Resistor,Component,failed:ToDae,"unsupported model algorithm in solver-facing DAE: algorithm from  (statement=algorithm assignment target `vp` is missing from DAE variables at SourceSpan { offset: SourceOffset(239841), length: 2 })",0.341,,,,,,,,,,false,0,
Modelica.Electrical.Spice3.Sources.I_constant,Component,success,,0.232,6,0,6,0,1,singular,,,,false,1,0
Modelica.Electrical.Spice3.Sources.I_exp,Component,success,,0.250,6,0,6,1,7,singular,,,,false,1,1
Modelica.Electrical.Spice3.Sources.I_pulse,Component,success,,0.259,6,0,6,4,16,singular,,,,false,1,0
Modelica.Electrical.Spice3.Sources.I_pwl,Component,success,,0.348,8,0,7,6,17,singular,,,,false,2,1
Modelica.Electrical.Spice3.Sources.I_sffm,Component,success,,0.238,6,0,6,0,5,singular,,,,false,1,1
Modelica.Electrical.Spice3.Sources.I_sin,Component,success,,0.248,6,0,6,1,6,singular,,,,false,1,2
Modelica.Electrical.Spice3.Sources.V_constant,Component,success,,0.235,6,0,6,0,1,singular,,,,false,1,0
Modelica.Electrical.Spice3.Sources.V_exp,Component,success,,0.239,6,0,6,1,7,singular,,,,false,1,1
Modelica.Electrical.Spice3.Sources.V_pulse,Component,success,,0.233,6,0,6,4,16,singular,,,,false,1,0
Modelica.Electrical.Spice3.Sources.V_pwl,Component,success,,0.340,8,0,7,6,17,singular,,,,false,2,1
Modelica.Electrical.Spice3.Sources.V_sffm,Component,success,,0.238,6,0,6,0,5,singular,,,,false,1,1
Modelica.Electrical.Spice3.Sources.V_sin,Component,success,,0.252,6,0,6,1,6,singular,,,,false,1,2
Modelica.Electrical.Spice3.UsersGuide.Contact,Component,success,,0.237,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Electrical.Spice3.UsersGuide.Literature,Component,success,,0.252,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Electrical.Spice3.UsersGuide.NamingPrinciple,Component,success,,0.229,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Electrical.Spice3.UsersGuide.Overview,Component,success,,0.252,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Electrical.Spice3.UsersGuide.ParameterHandling,Component,success,,0.236,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Electrical.Spice3.UsersGuide.ReleaseNotes,Component,success,,0.237,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Electrical.Spice3.UsersGuide.Spicenetlist,Component,success,,0.246,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Electrical.Spice3.UsersGuide.Useofsemiconductors,Component,success,,0.255,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.UsersGuide.Contact,Component,success,,0.262,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.UsersGuide.GettingStarted,Component,success,,0.248,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.UsersGuide.ReleaseNotes,Component,success,,0.234,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.HeatTransfer.Channel_i,Icons,success,,0.248,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.HeatTransfer.Gap1_d,Icons,success,,0.258,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.HeatTransfer.General_i,Icons,success,,0.243,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.HeatTransfer.HeatExchanger_i,Icons,success,,0.258,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.HeatTransfer.HelicalPipe1_d,Icons,success,,0.247,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.HeatTransfer.HelicalPipe_i,Icons,success,,0.237,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.HeatTransfer.Plate1_d,Icons,success,,0.247,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.HeatTransfer.Plate2_d,Icons,success,,0.235,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.HeatTransfer.Plate_i,Icons,success,,0.238,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.HeatTransfer.StraightPipe_i,Icons,success,,0.228,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.BendEdged_d,Icons,success,,0.230,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.Bend_i,Icons,success,,0.249,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.Channel_d,Icons,success,,0.233,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.Channel_i,Icons,success,,0.219,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.FlowModel,Icons,success,,0.228,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.General_i,Icons,success,,0.240,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.HeatExchanger_i,Icons,success,,0.236,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.OrificeSuddenChangeSection_d,Icons,success,,0.231,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.OrificeThickEdged_d,Icons,success,,0.228,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.Orifice_i,Icons,success,,0.225,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.StraightPipe_d,Icons,success,,0.223,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.StraightPipe_i,Icons,success,,0.226,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.Valve_d,Icons,success,,0.223,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.Valve_i,Icons,success,,0.224,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.Channel.kc_evenGapLaminar,Component,success,,0.244,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.Channel.kc_evenGapOverall,Component,success,,0.232,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.Channel.kc_evenGapTurbulent,Component,success,,0.230,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.General.kc_approxForcedConvection,Component,success,,0.227,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.HeatExchanger.kc_flatTube,Component,success,,0.225,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.HeatExchanger.kc_roundTube,Component,success,,0.230,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.HelicalPipe.kc_laminar,Component,success,,0.239,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.HelicalPipe.kc_overall,Component,success,,0.230,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.HelicalPipe.kc_turbulent,Component,success,,0.236,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.Plate.kc_laminar,Component,success,,0.236,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.Plate.kc_overall,Component,success,,0.238,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.Plate.kc_turbulent,Component,success,,0.242,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.StraightPipe.kc_laminar,Component,success,,0.225,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.StraightPipe.kc_overall,Component,success,,0.258,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.StraightPipe.kc_turbulent,Component,success,,0.247,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.StraightPipe.kc_twoPhaseOverall,Component,success,,0.245,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.PressureLoss.Bend.dp_curvedOverall,Component,success,,0.239,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.PressureLoss.Bend.dp_edgedOverall,Component,success,,0.229,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.PressureLoss.Channel.dp_internalFlowOverall,Component,success,,0.231,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.PressureLoss.General.dp_idealGas,Component,success,,0.236,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.PressureLoss.General.dp_nominalDensityViscosity,Component,success,,0.232,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.PressureLoss.General.dp_nominalPressureLossLawDensity,Component,success,,0.224,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.PressureLoss.General.dp_pressureLossCoefficient,Component,success,,0.238,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.PressureLoss.General.dp_volumeFlowRate,Component,success,,0.227,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.PressureLoss.Orifice.dp_suddenChange,Component,success,,0.244,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.PressureLoss.Orifice.dp_thickEdgedOverall,Component,success,,0.222,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.PressureLoss.StraightPipe.dp_laminar,Component,success,,0.231,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.PressureLoss.StraightPipe.dp_overall,Component,success,,0.243,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.PressureLoss.StraightPipe.dp_turbulent,Component,success,,0.225,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.PressureLoss.StraightPipe.dp_twoPhaseOverall,Component,success,,0.235,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.PressureLoss.Valve.dp_severalGeometryOverall,Component,success,,0.229,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Fluid.Examples.AST_BatchPlant.BaseClasses.Controller,Examples,failed:ToDae,"unbalanced model: 448 equations, 452 unknowns (balance = -4)",0.349,,,,,,,,,,false,0,
Modelica.Fluid.Examples.AST_BatchPlant.BaseClasses.ControllerUtilities.Adapter_Inference,Examples,success,,0.229,0,0,0,2,0,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Fluid.Examples.AST_BatchPlant.BaseClasses.ControllerUtilities.Adapter_Superposition,Examples,success,,0.228,0,0,0,25,0,error:empty system: no equations or unknowns,,,,false,1,0
