name,kind,outcome,message,checks_failed,n_violations
Modelica.Electrical.Analog.Semiconductors.SimpleTriac,Component,ok,,,0
Modelica.Electrical.Analog.Semiconductors.Thyristor,Component,ok,,,0
Modelica.Electrical.Analog.Semiconductors.ZDiode,Component,ok,,,0
Modelica.Electrical.Analog.Sensors.CurrentSensor,Component,ok,,,0
Modelica.Electrical.Analog.Sensors.MultiSensor,Component,ok,,,0
Modelica.Electrical.Analog.Sensors.PotentialSensor,Component,ok,,,0
Modelica.Electrical.Analog.Sensors.PowerSensor,Component,ok,,,0
Modelica.Electrical.Analog.Sensors.VoltageSensor,Component,ok,,,0
Modelica.Electrical.Analog.Sources.ConstantCurrent,Component,ok,,,0
Modelica.Electrical.Analog.Sources.ConstantVoltage,Component,ok,,,0
Modelica.Electrical.Analog.Sources.CosineCurrent,Component,ok,,,0
Modelica.Electrical.Analog.Sources.CosineCurrentVariableFrequencyAndAmplitude,Component,ok,,,0
Modelica.Electrical.Analog.Sources.CosineVoltage,Component,ok,,,0
Modelica.Electrical.Analog.Sources.CosineVoltageVariableFrequencyAndAmplitude,Component,ok,,,0
Modelica.Electrical.Analog.Sources.DCPowerSupply,Component,ok,,,0
Modelica.Electrical.Analog.Sources.ExpSineCurrent,Component,ok,,,0
Modelica.Electrical.Analog.Sources.ExpSineVoltage,Component,ok,,,0
Modelica.Electrical.Analog.Sources.ExponentialsCurrent,Component,ok,,,0
Modelica.Electrical.Analog.Sources.ExponentialsVoltage,Component,ok,,,0
Modelica.Electrical.Analog.Sources.LightningImpulse,Component,ok,,,0
Modelica.Electrical.Analog.Sources.LightningImpulseCurrent,Component,ok,,,0
Modelica.Electrical.Analog.Sources.LightningImpulseVoltage,Component,ok,,,0
Modelica.Electrical.Analog.Sources.PulseCurrent,Component,ok,,,0
Modelica.Electrical.Analog.Sources.PulseVoltage,Component,ok,,,0
Modelica.Electrical.Analog.Sources.RampCurrent,Component,ok,,,0
Modelica.Electrical.Analog.Sources.RampVoltage,Component,ok,,,0
Modelica.Electrical.Analog.Sources.SawToothCurrent,Component,ok,,,0
Modelica.Electrical.Analog.Sources.SawToothVoltage,Component,ok,,,0
Modelica.Electrical.Analog.Sources.SignalCurrent,Component,ok,,,0
Modelica.Electrical.Analog.Sources.SignalVoltage,Component,ok,,,0
Modelica.Electrical.Analog.Sources.SineCurrent,Component,ok,,,0
Modelica.Electrical.Analog.Sources.SineCurrentVariableFrequencyAndAmplitude,Component,ok,,,0
Modelica.Electrical.Analog.Sources.SineVoltage,Component,ok,,,0
Modelica.Electrical.Analog.Sources.SineVoltageVariableFrequencyAndAmplitude,Component,ok,,,0
Modelica.Electrical.Analog.Sources.StepCurrent,Component,ok,,,0
Modelica.Electrical.Analog.Sources.StepVoltage,Component,ok,,,0
Modelica.Electrical.Analog.Sources.SupplyVoltage,Component,ok,,,0
Modelica.Electrical.Analog.Sources.TableCurrent,Component,ok,,,0
Modelica.Electrical.Analog.Sources.TableVoltage,Component,ok,,,0
Modelica.Electrical.Analog.Sources.TrapezoidCurrent,Component,ok,,,0
Modelica.Electrical.Analog.Sources.TrapezoidVoltage,Component,ok,,,0
Modelica.Electrical.Analog.UsersGuide.Contact,Component,ok,,,0
Modelica.Electrical.Analog.UsersGuide.References,Component,ok,,,0
Modelica.Electrical.Analog.UsersGuide.ReleaseNotes,Component,ok,,,0
Modelica.Electrical.Batteries.BaseClasses.BaseCellStack,BaseClasses,ok,,,0
Modelica.Electrical.Batteries.BaseClasses.BaseCellWithSensors,BaseClasses,ok,,,0
Modelica.Electrical.Batteries.BaseClasses.BaseStackWithSensors,BaseClasses,ok,,,0
Modelica.Electrical.Batteries.BatteryStacks.CellRCStack,Component,ok,,,0
Modelica.Electrical.Batteries.BatteryStacks.CellStack,Component,ok,,,0
Modelica.Electrical.Batteries.BatteryStacks.SuperCap,Component,ok,,,0
Modelica.Electrical.Batteries.BatteryStacksWithSensors.Cell,Component,ok,,,0
Modelica.Electrical.Batteries.BatteryStacksWithSensors.CellRC,Component,ok,,,0
Modelica.Electrical.Batteries.BatteryStacksWithSensors.Stack,Component,ok,,,0
Modelica.Electrical.Batteries.BatteryStacksWithSensors.StackRC,Component,ok,,,0
Modelica.Electrical.Batteries.Examples.BatteryDischargeCharge,Examples,ok,,,0
Modelica.Electrical.Batteries.Examples.CCCV_Cell,Examples,ok,,,0
Modelica.Electrical.Batteries.Examples.CCCV_CellRC,Examples,ok,,,0
Modelica.Electrical.Batteries.Examples.CCCV_Stack,Examples,ok,,,0
Modelica.Electrical.Batteries.Examples.CCCV_StackRC,Examples,ok,,,0
Modelica.Electrical.Batteries.Examples.CCCVcharging,Examples,ok,,,0
Modelica.Electrical.Batteries.Examples.ShowImpedance,Examples,ok,,,0
Modelica.Electrical.Batteries.Examples.SuperCapDischargeCharge,Examples,ok,,,0
Modelica.Electrical.Batteries.Icons.BatteryIcon,Icons,ok,,,0
Modelica.Electrical.Batteries.Icons.TransientModel,Icons,ok,,,0
Modelica.Electrical.Batteries.UsersGuide.Concept,Component,ok,,,0
Modelica.Electrical.Batteries.UsersGuide.Contact,Component,ok,,,0
Modelica.Electrical.Batteries.UsersGuide.Parameterization,Component,ok,,,0
Modelica.Electrical.Batteries.UsersGuide.References,Component,ok,,,0
Modelica.Electrical.Batteries.UsersGuide.ReleaseNotes,Component,ok,,,0
Modelica.Electrical.Batteries.Utilities.BusTranscription,Component,ok,,,0
Modelica.Electrical.Batteries.Utilities.CCCVcharger,Component,ok,,,0
Modelica.Electrical.Batteries.Utilities.Impedance,Component,ok,,,0
Modelica.Electrical.Batteries.Utilities.PulseSeries,Component,ok,,,0
Modelica.Electrical.Digital.Basic.And,Component,ok,,,0
Modelica.Electrical.Digital.Basic.Nand,Component,ok,,,0
Modelica.Electrical.Digital.Basic.Nor,Component,ok,,,0
Modelica.Electrical.Digital.Basic.Not,Component,ok,,,0
Modelica.Electrical.Digital.Basic.Or,Component,ok,,,0
Modelica.Electrical.Digital.Basic.Xnor,Component,ok,,,0
Modelica.Electrical.Digital.Basic.Xor,Component,ok,,,0
Modelica.Electrical.Digital.Converters.BooleanToLogic,Component,ok,,,0
Modelica.Electrical.Digital.Converters.LogicToBoolean,Component,ok,,,0
Modelica.Electrical.Digital.Converters.LogicToReal,Component,ok,,,0
Modelica.Electrical.Digital.Converters.LogicToUX01,Component,ok,,,0
Modelica.Electrical.Digital.Converters.LogicToX01,Component,ok,,,0
Modelica.Electrical.Digital.Converters.LogicToX01Z,Component,ok,,,0
Modelica.Electrical.Digital.Converters.RealToLogic,Component,ok,,,0
Modelica.Electrical.Digital.Delay.DelayParams,Component,ok,,,0
Modelica.Electrical.Digital.Delay.InertialDelay,Component,ok,,,0
Modelica.Electrical.Digital.Delay.InertialDelaySensitive,Component,ok,,,0
Modelica.Electrical.Digital.Delay.InertialDelaySensitiveVector,Component,ok,,,0
Modelica.Electrical.Digital.Delay.TransportDelay,Component,ok,,,0
Modelica.Electrical.Digital.Examples.Adder4,Examples,ok,,,0
Modelica.Electrical.Digital.Examples.BUF3S,Examples,ok,,,0
Modelica.Electrical.Digital.Examples.Counter,Examples,ok,,,0
Modelica.Electrical.Digital.Examples.Counter3,Examples,ok,,,0
Modelica.Electrical.Digital.Examples.DFFREG,Examples,ok,,,0
Modelica.Electrical.Digital.Examples.DFFREGL,Examples,ok,,,0
Modelica.Electrical.Digital.Examples.DFFREGSRH,Examples,ok,,,0
Modelica.Electrical.Digital.Examples.DFFREGSRL,Examples,ok,,,0
Modelica.Electrical.Digital.Examples.DLATREG,Examples,ok,,,0
Modelica.Electrical.Digital.Examples.DLATREGL,Examples,ok,,,0
Modelica.Electrical.Digital.Examples.DLATREGSRH,Examples,ok,,,0
Modelica.Electrical.Digital.Examples.DLATREGSRL,Examples,ok,,,0
Modelica.Electrical.Digital.Examples.FlipFlop,Examples,ok,,,0
Modelica.Electrical.Digital.Examples.FullAdder,Examples,ok,,,0
Modelica.Electrical.Digital.Examples.HalfAdder,Examples,ok,,,0
Modelica.Electrical.Digital.Examples.INV3S,Examples,ok,,,0
Modelica.Electrical.Digital.Examples.MUX2x1,Examples,ok,,,0
Modelica.Electrical.Digital.Examples.Multiplexer,Examples,ok,,,0
Modelica.Electrical.Digital.Examples.NRXFER,Examples,ok,,,0
Modelica.Electrical.Digital.Examples.NXFER,Examples,ok,,,0
Modelica.Electrical.Digital.Examples.RAM,Examples,ok,,,0
Modelica.Electrical.Digital.Examples.Utilities.Adder,Examples,ok,,,0
Modelica.Electrical.Digital.Examples.Utilities.Counter,Examples,ok,,,0
Modelica.Electrical.Digital.Examples.Utilities.Counter3,Examples,ok,,,0
Modelica.Electrical.Digital.Examples.Utilities.DFF,Examples,ok,,,0
Modelica.Electrical.Digital.Examples.Utilities.FullAdder,Examples,ok,,,0
Modelica.Electrical.Digital.Examples.Utilities.HalfAdder,Examples,ok,,,0
Modelica.Electrical.Digital.Examples.Utilities.JKFF,Examples,ok,,,0
Modelica.Electrical.Digital.Examples.Utilities.MUX4,Examples,ok,,,0
Modelica.Electrical.Digital.Examples.Utilities.RS,Examples,ok,,,0
Modelica.Electrical.Digital.Examples.Utilities.RSFF,Examples,ok,,,0
Modelica.Electrical.Digital.Examples.VectorDelay,Examples,ok,,,0
Modelica.Electrical.Digital.Examples.WiredX,Examples,ok,,,0
Modelica.Electrical.Digital.Gates.AndGate,Component,ok,,,0
Modelica.Electrical.Digital.Gates.BufGate,Component,ok,,,0
Modelica.Electrical.Digital.Gates.InvGate,Component,ok,,,0
Modelica.Electrical.Digital.Gates.NandGate,Component,ok,,,0
Modelica.Electrical.Digital.Gates.NorGate,Component,ok,,,0
Modelica.Electrical.Digital.Gates.OrGate,Component,ok,,,0
Modelica.Electrical.Digital.Gates.XnorGate,Component,ok,,,0
Modelica.Electrical.Digital.Gates.XorGate,Component,ok,,,0
Modelica.Electrical.Digital.Interfaces.MIMO,Interfaces,ok,,,0
Modelica.Electrical.Digital.Interfaces.MISO,Interfaces,ok,,,0
Modelica.Electrical.Digital.Interfaces.MemoryBase,Interfaces,ok,,,0
Modelica.Electrical.Digital.Interfaces.SISO,Interfaces,ok,,,0
Modelica.Electrical.Digital.Memories.DLATRAM,Component,ok,,,0
Modelica.Electrical.Digital.Memories.DLATROM,Component,ok,,,0
Modelica.Electrical.Digital.Multiplexers.MUX2x1,Component,ok,,,0
Modelica.Electrical.Digital.Registers.DFFR,Component,ok,,,0
Modelica.Electrical.Digital.Registers.DFFREG,Component,ok,,,0
Modelica.Electrical.Digital.Registers.DFFREGL,Component,ok,,,0
Modelica.Electrical.Digital.Registers.DFFREGSRH,Component,ok,,,0
Modelica.Electrical.Digital.Registers.DFFREGSRL,Component,ok,,,0
Modelica.Electrical.Digital.Registers.DFFSR,Component,ok,,,0
Modelica.Electrical.Digital.Registers.DLATR,Component,ok,,,0
Modelica.Electrical.Digital.Registers.DLATREG,Component,ok,,,0
Modelica.Electrical.Digital.Registers.DLATREGL,Component,ok,,,0
Modelica.Electrical.Digital.Registers.DLATREGSRH,Component,ok,,,0
Modelica.Electrical.Digital.Registers.DLATREGSRL,Component,ok,,,0
Modelica.Electrical.Digital.Registers.DLATSR,Component,ok,,,0
Modelica.Electrical.Digital.Sources.DigitalClock,Component,ok,,,0
Modelica.Electrical.Digital.Sources.Pulse,Component,ok,,,0
Modelica.Electrical.Digital.Sources.Set,Component,ok,,,0
Modelica.Electrical.Digital.Sources.Step,Component,ok,,,0
Modelica.Electrical.Digital.Sources.Table,Component,ok,,,0
Modelica.Electrical.Digital.Tristates.BUF3S,Component,ok,,,0
Modelica.Electrical.Digital.Tristates.BUF3SL,Component,ok,,,0
Modelica.Electrical.Digital.Tristates.INV3S,Component,ok,,,0
Modelica.Electrical.Digital.Tristates.INV3SL,Component,ok,,,0
Modelica.Electrical.Digital.Tristates.NRXFERGATE,Component,ok,,,0
Modelica.Electrical.Digital.Tristates.NXFERGATE,Component,ok,,,0
Modelica.Electrical.Digital.Tristates.PRXFERGATE,Component,ok,,,0
Modelica.Electrical.Digital.Tristates.PXFERGATE,Component,ok,,,0
Modelica.Electrical.Digital.Tristates.WiredX,Component,ok,,,0
Modelica.Electrical.Digital.UsersGuide.Contact,Component,ok,,,0
Modelica.Electrical.Digital.UsersGuide.Literature,Component,ok,,,0
Modelica.Electrical.Digital.UsersGuide.ReleaseNotes,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Components.AirGapDC,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Components.AirGapR,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Components.AirGapS,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Components.CompoundDCExcitation,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Components.DamperCage,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Components.ElectricalExcitation,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Components.IdealCore,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Components.Inductor,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Components.InductorDC,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Components.PartialAirGap,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Components.PartialAirGapDC,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Components.PartialCore,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Components.PermanentMagnet,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Components.PermanentMagnetWithLosses,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Components.SquirrelCage,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.DCMachines.DC_ElectricalExcited,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.DCMachines.DC_PermanentMagnet,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.DCMachines.DC_SeriesExcited,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.InductionMachines.IM_SlipRing,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.InductionMachines.IM_SquirrelCage,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.QuasiStaticDCMachines.DC_ElectricalExcited,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.QuasiStaticDCMachines.DC_PermanentMagnet,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.QuasiStaticDCMachines.DC_SeriesExcited,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.SynchronousMachines.SM_ElectricalExcited,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.SynchronousMachines.SM_PermanentMagnet,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.SynchronousMachines.SM_ReluctanceRotor,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Transformers.Dd.Dd00,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Transformers.Dd.Dd02,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Transformers.Dd.Dd04,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Transformers.Dd.Dd06,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Transformers.Dd.Dd08,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Transformers.Dd.Dd10,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Transformers.Dy.Dy01,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Transformers.Dy.Dy03,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Transformers.Dy.Dy05,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Transformers.Dy.Dy07,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Transformers.Dy.Dy09,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Transformers.Dy.Dy11,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Transformers.Dz.Dz00,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Transformers.Dz.Dz02,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Transformers.Dz.Dz04,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Transformers.Dz.Dz06,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Transformers.Dz.Dz08,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Transformers.Dz.Dz10,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Transformers.Yd.Yd01,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Transformers.Yd.Yd03,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Transformers.Yd.Yd05,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Transformers.Yd.Yd07,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Transformers.Yd.Yd09,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Transformers.Yd.Yd11,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Transformers.Yy.Yy00,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Transformers.Yy.Yy02,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Transformers.Yy.Yy04,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Transformers.Yy.Yy06,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Transformers.Yy.Yy08,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Transformers.Yy.Yy10,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Transformers.Yz.Yz01,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Transformers.Yz.Yz03,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Transformers.Yz.Yz05,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Transformers.Yz.Yz07,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Transformers.Yz.Yz09,Component,ok,,,0
Modelica.Electrical.Machines.BasicMachines.Transformers.Yz.Yz11,Component,ok,,,0
Modelica.Electrical.Machines.Examples.ControlledDCDrives.CurrentControlledDCPM,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.ControlledDCDrives.PositionControlledDCPM,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.ControlledDCDrives.SpeedControlledDCPM,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.ControlledDCDrives.Utilities.DcdcInverter,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.ControlledDCDrives.Utilities.IdealDcDc,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.ControlledDCDrives.Utilities.LimitedPI,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.ControlledDCDrives.Utilities.PartialControlledDCPM,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.ControlledDCDrives.Utilities.SwitchingDcDc,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.DCMachines.DCEE_Start,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.DCMachines.DCPM_Cooling,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.DCMachines.DCPM_CurrentControlled,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.DCMachines.DCPM_Drive,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.DCMachines.DCPM_QuasiStatic,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.DCMachines.DCPM_Start,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.DCMachines.DCPM_Temperature,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.DCMachines.DCPM_withLosses,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.DCMachines.DCSE_SinglePhase,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.DCMachines.DCSE_Start,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Conveyor,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_DCBraking,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_DOL,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Initialize,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Inverter,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_InverterDrive,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Steinmetz,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Transformer,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_YD,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_YDarc,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_withLosses,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.InductionMachines.IMS_Start,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMEE_DOL,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMEE_Generator,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMEE_LoadDump,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMEE_Rectifier,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMPM_Braking,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMPM_CurrentSource,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMPM_Inverter,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMPM_NoLoad,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMPM_ResistiveBraking,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMPM_VoltageSource,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMR_DOL,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMR_Inverter,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.Transformers.AsymmetricalLoad,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.Transformers.IMC_Transformer,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.Transformers.Rectifier12pulse,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.Transformers.Rectifier6pulse,Examples,ok,,,0
Modelica.Electrical.Machines.Examples.Transformers.TransformerTestbench,Examples,ok,,,0
Modelica.Electrical.Machines.Icons.Drive,Icons,ok,,,0
Modelica.Electrical.Machines.Icons.FundamentalWaveMachine,Icons,ok,,,0
Modelica.Electrical.Machines.Icons.Machine,Icons,ok,,,0
Modelica.Electrical.Machines.Icons.QuasiStaticFundamentalWaveMachine,Icons,ok,,,0
Modelica.Electrical.Machines.Icons.QuasiStaticMachine,Icons,ok,,,0
Modelica.Electrical.Machines.Icons.QuasiStaticTransformer,Icons,ok,,,0
Modelica.Electrical.Machines.Icons.TransientMachine,Icons,ok,,,0
Modelica.Electrical.Machines.Icons.TransientTransformer,Icons,ok,,,0
Modelica.Electrical.Machines.Interfaces.DCMachines.PartialThermalAmbientDCMachines,Interfaces,ok,,,0
Modelica.Electrical.Machines.Interfaces.FlangeSupport,Interfaces,ok,,,0
Modelica.Electrical.Machines.Interfaces.InductionMachines.PartialThermalAmbientInductionMachines,Interfaces,ok,,,0
Modelica.Electrical.Machines.Interfaces.PartialBasicDCMachine,Interfaces,ok,,,0
Modelica.Electrical.Machines.Interfaces.PartialBasicInductionMachine,Interfaces,ok,,,0
Modelica.Electrical.Machines.Interfaces.PartialBasicMachine,Interfaces,ok,,,0
Modelica.Electrical.Machines.Interfaces.PartialBasicTransformer,Interfaces,ok,,,0
Modelica.Electrical.Machines.Losses.DCMachines.Brush,Component,ok,,,0
Modelica.Electrical.Machines.Losses.DCMachines.Core,Component,ok,,,0
Modelica.Electrical.Machines.Losses.DCMachines.StrayLoad,Component,ok,,,0
Modelica.Electrical.Machines.Losses.Friction,Component,ok,,,0
Modelica.Electrical.Machines.Losses.InductionMachines.Brush,Component,ok,,,0
Modelica.Electrical.Machines.Losses.InductionMachines.Core,Component,ok,,,0
Modelica.Electrical.Machines.Losses.InductionMachines.PermanentMagnetLosses,Component,ok,,,0
Modelica.Electrical.Machines.Losses.InductionMachines.StrayLoad,Component,ok,,,0
Modelica.Electrical.Machines.Sensors.CurrentQuasiRMSSensor,Component,ok,,,0
Modelica.Electrical.Machines.Sensors.ElectricalPowerSensor,Component,ok,,,0
Modelica.Electrical.Machines.Sensors.HallSensor,Component,ok,,,0
Modelica.Electrical.Machines.Sensors.MechanicalPowerSensor,Component,ok,,,0
Modelica.Electrical.Machines.Sensors.RotorDisplacementAngle,Component,ok,,,0
Modelica.Electrical.Machines.Sensors.SinCosResolver,Component,ok,,,0
Modelica.Electrical.Machines.Sensors.VoltageQuasiRMSSensor,Component,ok,,,0
Modelica.Electrical.Machines.SpacePhasors.Blocks.FromPolar,Component,ok,,,0
Modelica.Electrical.Machines.SpacePhasors.Blocks.FromSpacePhasor,Component,ok,,,0
Modelica.Electrical.Machines.SpacePhasors.Blocks.LessThreshold,Component,ok,,,0
Modelica.Electrical.Machines.SpacePhasors.Blocks.QuasiRMS,Component,ok,,,0
Modelica.Electrical.Machines.SpacePhasors.Blocks.Rotator,Component,ok,,,0
Modelica.Electrical.Machines.SpacePhasors.Blocks.ToPolar,Component,ok,,,0
Modelica.Electrical.Machines.SpacePhasors.Blocks.ToSpacePhasor,Component,ok,,,0
Modelica.Electrical.Machines.SpacePhasors.Components.Rotator,Component,ok,,,0
Modelica.Electrical.Machines.SpacePhasors.Components.SpacePhasor,Component,ok,,,0
Modelica.Electrical.Machines.Thermal.DCMachines.ThermalAmbientDCCE,Component,ok,,,0
Modelica.Electrical.Machines.Thermal.DCMachines.ThermalAmbientDCEE,Component,ok,,,0
Modelica.Electrical.Machines.Thermal.DCMachines.ThermalAmbientDCPM,Component,ok,,,0
Modelica.Electrical.Machines.Thermal.DCMachines.ThermalAmbientDCSE,Component,ok,,,0
Modelica.Electrical.Machines.Thermal.InductionMachines.ThermalAmbientIMC,Component,ok,,,0
Modelica.Electrical.Machines.Thermal.InductionMachines.ThermalAmbientIMS,Component,ok,,,0
Modelica.Electrical.Machines.Thermal.SynchronousMachines.ThermalAmbientSMEE,Component,ok,,,0
Modelica.Electrical.Machines.Thermal.SynchronousMachines.ThermalAmbientSMPM,Component,ok,,,0
Modelica.Electrical.Machines.Thermal.SynchronousMachines.ThermalAmbientSMR,Component,ok,,,0
Modelica.Electrical.Machines.Thermal.ThermalAmbientTransformer,Component,ok,,,0
Modelica.Electrical.Machines.UsersGuide.Concept,Component,ok,,,0
Modelica.Electrical.Machines.UsersGuide.Contact,Component,ok,,,0
Modelica.Electrical.Machines.UsersGuide.Discrimination,Component,ok,,,0
Modelica.Electrical.Machines.UsersGuide.References,Component,ok,,,0
Modelica.Electrical.Machines.UsersGuide.ReleaseNotes,Component,ok,,,0
Modelica.Electrical.Machines.Utilities.Coupling,Component,ok,,,0
Modelica.Electrical.Machines.Utilities.DQCurrentController,Component,ok,,,0
Modelica.Electrical.Machines.Utilities.DQToThreePhase,Component,ok,,,0
Modelica.Electrical.Machines.Utilities.FromDQ,Component,ok,,,0
Modelica.Electrical.Machines.Utilities.MultiTerminalBox,Component,ok,,,0
Modelica.Electrical.Machines.Utilities.RampedRheostat,Component,ok,,,0
Modelica.Electrical.Machines.Utilities.SinCosEvaluation,Component,ok,,,0
Modelica.Electrical.Machines.Utilities.SwitchYD,Component,ok,,,0
Modelica.Electrical.Machines.Utilities.SwitchYDwithArc,Component,ok,,,0
Modelica.Electrical.Machines.Utilities.SwitchedRheostat,Component,ok,,,0
