name,kind,outcome,message,checks_failed,n_violations
Modelica.Electrical.QuasiStatic.SinglePhase.Ideal.IdealTransformer,Component,ok,,,0
Modelica.Electrical.QuasiStatic.SinglePhase.Ideal.Idle,Component,ok,,,0
Modelica.Electrical.QuasiStatic.SinglePhase.Ideal.Short,Component,ok,,,0
Modelica.Electrical.QuasiStatic.SinglePhase.Interfaces.AbsoluteSensor,Interfaces,ok,,,0
Modelica.Electrical.QuasiStatic.SinglePhase.Interfaces.OnePort,Interfaces,ok,,,0
Modelica.Electrical.QuasiStatic.SinglePhase.Interfaces.RelativeSensorElementary,Interfaces,ok,,,0
Modelica.Electrical.QuasiStatic.SinglePhase.Interfaces.Source,Interfaces,ok,,,0
Modelica.Electrical.QuasiStatic.SinglePhase.Interfaces.TwoPin,Interfaces,ok,,,0
Modelica.Electrical.QuasiStatic.SinglePhase.Interfaces.TwoPinElementary,Interfaces,ok,,,0
Modelica.Electrical.QuasiStatic.SinglePhase.Sensors.CurrentRMSSensor,Component,ok,,,0
Modelica.Electrical.QuasiStatic.SinglePhase.Sensors.CurrentSensor,Component,ok,,,0
Modelica.Electrical.QuasiStatic.SinglePhase.Sensors.FrequencySensor,Component,ok,,,0
Modelica.Electrical.QuasiStatic.SinglePhase.Sensors.MultiSensor,Component,ok,,,0
Modelica.Electrical.QuasiStatic.SinglePhase.Sensors.PotentialSensor,Component,ok,,,0
Modelica.Electrical.QuasiStatic.SinglePhase.Sensors.PowerSensor,Component,ok,,,0
Modelica.Electrical.QuasiStatic.SinglePhase.Sensors.ReferenceSensor,Component,ok,,,0
Modelica.Electrical.QuasiStatic.SinglePhase.Sensors.VoltageRMSSensor,Component,ok,,,0
Modelica.Electrical.QuasiStatic.SinglePhase.Sensors.VoltageSensor,Component,ok,,,0
Modelica.Electrical.QuasiStatic.SinglePhase.Sources.CurrentSource,Component,ok,,,0
Modelica.Electrical.QuasiStatic.SinglePhase.Sources.FrequencySweepCurrentSource,Component,ok,,,0
Modelica.Electrical.QuasiStatic.SinglePhase.Sources.FrequencySweepVoltageSource,Component,ok,,,0
Modelica.Electrical.QuasiStatic.SinglePhase.Sources.VariableCurrentSource,Component,ok,,,0
Modelica.Electrical.QuasiStatic.SinglePhase.Sources.VariableVoltageSource,Component,ok,,,0
Modelica.Electrical.QuasiStatic.SinglePhase.Sources.VoltageSource,Component,ok,,,0
Modelica.Electrical.QuasiStatic.SinglePhase.Utilities.GraetzRectifier,Component,ok,,,0
Modelica.Electrical.QuasiStatic.SinglePhase.Utilities.IdealACDCConverter,Component,ok,,,0
Modelica.Electrical.QuasiStatic.UsersGuide.Contact,Component,ok,,,0
Modelica.Electrical.QuasiStatic.UsersGuide.Glossar,Component,ok,,,0
Modelica.Electrical.QuasiStatic.UsersGuide.Overview.ACCircuit,Component,ok,,,0
Modelica.Electrical.QuasiStatic.UsersGuide.Overview.Introduction,Component,ok,,,0
Modelica.Electrical.QuasiStatic.UsersGuide.Overview.Power,Component,ok,,,0
Modelica.Electrical.QuasiStatic.UsersGuide.Overview.ReferenceSystem,Component,ok,,,0
Modelica.Electrical.QuasiStatic.UsersGuide.References,Component,ok,,,0
Modelica.Electrical.QuasiStatic.UsersGuide.ReleaseNotes,Component,ok,,,0
Modelica.Electrical.Spice3.Additionals.E_VCV_POLY,Component,ok,,,0
Modelica.Electrical.Spice3.Additionals.F_CCC_POLY,Component,ok,,,0
Modelica.Electrical.Spice3.Additionals.G_VCC_POLY,Component,ok,,,0
Modelica.Electrical.Spice3.Additionals.H_CCV_POLY,Component,ok,,,0
Modelica.Electrical.Spice3.Basic.C_Capacitor,Component,ok,,,0
Modelica.Electrical.Spice3.Basic.E_VCV,Component,ok,,,0
Modelica.Electrical.Spice3.Basic.F_CCC,Component,ok,,,0
Modelica.Electrical.Spice3.Basic.G_VCC,Component,ok,,,0
Modelica.Electrical.Spice3.Basic.Ground,Component,ok,,,0
Modelica.Electrical.Spice3.Basic.H_CCV,Component,ok,,,0
Modelica.Electrical.Spice3.Basic.K_CoupledInductors,Component,ok,,,0
Modelica.Electrical.Spice3.Basic.L_Inductor,Component,ok,,,0
Modelica.Electrical.Spice3.Basic.R_Resistor,Component,ok,,,0
Modelica.Electrical.Spice3.Examples.CascodeCircuit,Examples,ok,,,0
Modelica.Electrical.Spice3.Examples.CoupledInductors,Examples,ok,,,0
Modelica.Electrical.Spice3.Examples.FourInverters,Examples,ok,,,0
Modelica.Electrical.Spice3.Examples.Graetz,Examples,ok,,,0
Modelica.Electrical.Spice3.Examples.Inverter,Examples,ok,,,0
Modelica.Electrical.Spice3.Examples.InvertersApartRecord,Examples,ok,,,0
Modelica.Electrical.Spice3.Examples.InvertersExtendedModel,Examples,ok,,,0
Modelica.Electrical.Spice3.Examples.InvertersExtendedModel.MNmos,Examples,ok,,,0
Modelica.Electrical.Spice3.Examples.InvertersExtendedModel.MPmos,Examples,ok,,,0
Modelica.Electrical.Spice3.Examples.Nand,Examples,ok,,,0
Modelica.Electrical.Spice3.Examples.Nor,Examples,ok,,,0
Modelica.Electrical.Spice3.Examples.Spice3BenchmarkFourBitBinaryAdder.NAND,Examples,ok,,,0
Modelica.Electrical.Spice3.Examples.Spice3BenchmarkMosfetCharacterization,Examples,ok,,,0
Modelica.Electrical.Spice3.Examples.Spice3BenchmarkRtlInverter,Examples,ok,,,0
Modelica.Electrical.Spice3.Interfaces.ConditionalSubstrate,Interfaces,ok,,,0
Modelica.Electrical.Spice3.Interfaces.TwoPortControlledSources,Interfaces,ok,,,0
Modelica.Electrical.Spice3.Internal.BJT2,Internal,ok,,,0
Modelica.Electrical.Spice3.Internal.C_SEMI,Internal,ok,,,0
Modelica.Electrical.Spice3.Internal.DIODE,Internal,ok,,,0
Modelica.Electrical.Spice3.Internal.JFET,Internal,ok,,,0
Modelica.Electrical.Spice3.Internal.MOS,Internal,ok,,,0
Modelica.Electrical.Spice3.Internal.MOS2,Internal,ok,,,0
Modelica.Electrical.Spice3.Internal.R_SEMI,Internal,ok,,,0
Modelica.Electrical.Spice3.Semiconductors.C_Capacitor,Component,ok,,,0
Modelica.Electrical.Spice3.Semiconductors.D_DIODE,Component,ok,,,0
Modelica.Electrical.Spice3.Semiconductors.J_NJFJFET,Component,ok,,,0
Modelica.Electrical.Spice3.Semiconductors.J_PJFJFET,Component,ok,,,0
Modelica.Electrical.Spice3.Semiconductors.M_NMOS,Component,ok,,,0
Modelica.Electrical.Spice3.Semiconductors.M_NMOS2,Component,ok,,,0
Modelica.Electrical.Spice3.Semiconductors.M_PMOS,Component,ok,,,0
Modelica.Electrical.Spice3.Semiconductors.M_PMOS2,Component,ok,,,0
Modelica.Electrical.Spice3.Semiconductors.Q_NPNBJT,Component,ok,,,0
Modelica.Electrical.Spice3.Semiconductors.Q_PNPBJT,Component,ok,,,0
Modelica.Electrical.Spice3.Semiconductors.R_Resistor,Component,ok,,,0
Modelica.Electrical.Spice3.Sources.I_constant,Component,ok,,,0
Modelica.Electrical.Spice3.Sources.I_exp,Component,ok,,,0
Modelica.Electrical.Spice3.Sources.I_pulse,Component,ok,,,0
Modelica.Electrical.Spice3.Sources.I_pwl,Component,ok,,,0
Modelica.Electrical.Spice3.Sources.I_sffm,Component,ok,,,0
Modelica.Electrical.Spice3.Sources.I_sin,Component,ok,,,0
Modelica.Electrical.Spice3.Sources.V_constant,Component,ok,,,0
Modelica.Electrical.Spice3.Sources.V_exp,Component,ok,,,0
Modelica.Electrical.Spice3.Sources.V_pulse,Component,ok,,,0
Modelica.Electrical.Spice3.Sources.V_pwl,Component,ok,,,0
Modelica.Electrical.Spice3.Sources.V_sffm,Component,ok,,,0
Modelica.Electrical.Spice3.Sources.V_sin,Component,ok,,,0
Modelica.Electrical.Spice3.UsersGuide.Contact,Component,ok,,,0
Modelica.Electrical.Spice3.UsersGuide.Literature,Component,ok,,,0
Modelica.Electrical.Spice3.UsersGuide.NamingPrinciple,Component,ok,,,0
Modelica.Electrical.Spice3.UsersGuide.Overview,Component,ok,,,0
Modelica.Electrical.Spice3.UsersGuide.ParameterHandling,Component,ok,,,0
Modelica.Electrical.Spice3.UsersGuide.ReleaseNotes,Component,ok,,,0
Modelica.Electrical.Spice3.UsersGuide.Spicenetlist,Component,ok,,,0
Modelica.Electrical.Spice3.UsersGuide.Useofsemiconductors,Component,ok,,,0
Modelica.Fluid.Dissipation.UsersGuide.Contact,Component,ok,,,0
Modelica.Fluid.Dissipation.UsersGuide.GettingStarted,Component,ok,,,0
Modelica.Fluid.Dissipation.UsersGuide.ReleaseNotes,Component,ok,,,0
Modelica.Fluid.Dissipation.Utilities.Icons.HeatTransfer.Channel_i,Icons,ok,,,0
Modelica.Fluid.Dissipation.Utilities.Icons.HeatTransfer.Gap1_d,Icons,ok,,,0
Modelica.Fluid.Dissipation.Utilities.Icons.HeatTransfer.General_i,Icons,ok,,,0
Modelica.Fluid.Dissipation.Utilities.Icons.HeatTransfer.HeatExchanger_i,Icons,ok,,,0
Modelica.Fluid.Dissipation.Utilities.Icons.HeatTransfer.HelicalPipe1_d,Icons,ok,,,0
Modelica.Fluid.Dissipation.Utilities.Icons.HeatTransfer.HelicalPipe_i,Icons,ok,,,0
Modelica.Fluid.Dissipation.Utilities.Icons.HeatTransfer.Plate1_d,Icons,ok,,,0
Modelica.Fluid.Dissipation.Utilities.Icons.HeatTransfer.Plate2_d,Icons,ok,,,0
Modelica.Fluid.Dissipation.Utilities.Icons.HeatTransfer.Plate_i,Icons,ok,,,0
Modelica.Fluid.Dissipation.Utilities.Icons.HeatTransfer.StraightPipe_i,Icons,ok,,,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.BendEdged_d,Icons,ok,,,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.Bend_i,Icons,ok,,,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.Channel_d,Icons,ok,,,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.Channel_i,Icons,ok,,,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.FlowModel,Icons,ok,,,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.General_i,Icons,ok,,,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.HeatExchanger_i,Icons,ok,,,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.OrificeSuddenChangeSection_d,Icons,ok,,,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.OrificeThickEdged_d,Icons,ok,,,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.Orifice_i,Icons,ok,,,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.StraightPipe_d,Icons,ok,,,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.StraightPipe_i,Icons,ok,,,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.Valve_d,Icons,ok,,,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.Valve_i,Icons,ok,,,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.Channel.kc_evenGapLaminar,Component,ok,,,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.Channel.kc_evenGapOverall,Component,ok,,,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.Channel.kc_evenGapTurbulent,Component,ok,,,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.General.kc_approxForcedConvection,Component,ok,,,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.HeatExchanger.kc_flatTube,Component,ok,,,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.HeatExchanger.kc_roundTube,Component,ok,,,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.HelicalPipe.kc_laminar,Component,ok,,,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.HelicalPipe.kc_overall,Component,ok,,,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.HelicalPipe.kc_turbulent,Component,ok,,,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.Plate.kc_laminar,Component,ok,,,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.Plate.kc_overall,Component,ok,,,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.Plate.kc_turbulent,Component,ok,,,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.StraightPipe.kc_laminar,Component,ok,,,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.StraightPipe.kc_overall,Component,ok,,,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.StraightPipe.kc_turbulent,Component,ok,,,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.StraightPipe.kc_twoPhaseOverall,Component,ok,,,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.PressureLoss.Bend.dp_curvedOverall,Component,ok,,,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.PressureLoss.Bend.dp_edgedOverall,Component,ok,,,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.PressureLoss.Channel.dp_internalFlowOverall,Component,ok,,,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.PressureLoss.General.dp_idealGas,Component,ok,,,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.PressureLoss.General.dp_nominalDensityViscosity,Component,ok,,,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.PressureLoss.General.dp_nominalPressureLossLawDensity,Component,ok,,,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.PressureLoss.General.dp_pressureLossCoefficient,Component,ok,,,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.PressureLoss.General.dp_volumeFlowRate,Component,ok,,,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.PressureLoss.Orifice.dp_suddenChange,Component,ok,,,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.PressureLoss.Orifice.dp_thickEdgedOverall,Component,ok,,,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.PressureLoss.StraightPipe.dp_laminar,Component,ok,,,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.PressureLoss.StraightPipe.dp_overall,Component,ok,,,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.PressureLoss.StraightPipe.dp_turbulent,Component,ok,,,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.PressureLoss.StraightPipe.dp_twoPhaseOverall,Component,ok,,,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.PressureLoss.Valve.dp_severalGeometryOverall,Component,ok,,,0
Modelica.Fluid.Examples.AST_BatchPlant.BaseClasses.Controller,Examples,ok,,,0
Modelica.Fluid.Examples.AST_BatchPlant.BaseClasses.ControllerUtilities.Adapter_Inference,Examples,ok,,,0
Modelica.Fluid.Examples.AST_BatchPlant.BaseClasses.ControllerUtilities.Adapter_Superposition,Examples,ok,,,0
Modelica.Fluid.Examples.AST_BatchPlant.BaseClasses.ControllerUtilities.BlockMain,Examples,ok,,,0
Modelica.Fluid.Examples.AST_BatchPlant.BaseClasses.ControllerUtilities.Block_Recipe_TBD,Examples,ok,,,0
Modelica.Fluid.Examples.AST_BatchPlant.BaseClasses.ControllerUtilities.BufferMain,Examples,ok,,,0
Modelica.Fluid.Examples.AST_BatchPlant.BaseClasses.ControllerUtilities.Buffer_Recipe_TBD,Examples,ok,,,0
Modelica.Fluid.Examples.AST_BatchPlant.BaseClasses.InnerTank,Examples,ok,,,0
Modelica.Fluid.Examples.AST_BatchPlant.BaseClasses.TankWith3InletOutletArraysWithEvaporatorCondensor,Examples,ok,,,0
Modelica.Fluid.Examples.AST_BatchPlant.BaseClasses.TankWith3InletOutletArraysWithEvaporatorCondensor.HeatTransfer,Examples,ok,,,0
Modelica.Fluid.Examples.AST_BatchPlant.BaseClasses.TankWithTopPorts,Examples,ok,,,0
Modelica.Fluid.Examples.AST_BatchPlant.BaseClasses.TankWithTopPorts.HeatTransfer,Examples,ok,,,0
Modelica.Fluid.Examples.AST_BatchPlant.BatchPlant_StandardWater,Examples,ok,,,0
Modelica.Fluid.Examples.AST_BatchPlant.Test.OneTank,Examples,ok,,,0
Modelica.Fluid.Examples.AST_BatchPlant.Test.TankWithEmptyingPipe1,Examples,ok,,,0
Modelica.Fluid.Examples.AST_BatchPlant.Test.TankWithEmptyingPipe2,Examples,ok,,,0
Modelica.Fluid.Examples.AST_BatchPlant.Test.TanksWithEmptyingPipe1,Examples,ok,,,0
Modelica.Fluid.Examples.AST_BatchPlant.Test.TanksWithEmptyingPipe2,Examples,ok,,,0
Modelica.Fluid.Examples.AST_BatchPlant.Test.TwoTanks,Examples,ok,,,0
Modelica.Fluid.Examples.BranchingDynamicPipes,Examples,ok,,,0
Modelica.Fluid.Examples.ControlledTankSystem.ControlledTanks,Examples,ok,,,0
Modelica.Fluid.Examples.ControlledTankSystem.Utilities.NormalOperation,Examples,ok,,,0
Modelica.Fluid.Examples.ControlledTankSystem.Utilities.TankController,Examples,ok,,,0
Modelica.Fluid.Examples.DrumBoiler.BaseClasses.EquilibriumDrumBoiler,Examples,ok,,,0
Modelica.Fluid.Examples.DrumBoiler.DrumBoiler,Examples,ok,,,0
Modelica.Fluid.Examples.Explanatory.MeasuringTemperature,Examples,ok,,,0
Modelica.Fluid.Examples.Explanatory.MomentumBalanceFittings,Examples,ok,,,0
Modelica.Fluid.Examples.HeatExchanger.BaseClasses.BasicHX,Examples,ok,,,0
Modelica.Fluid.Examples.HeatExchanger.BaseClasses.BasicHX.FlowModel_1,Examples,ok,,,0
Modelica.Fluid.Examples.HeatExchanger.BaseClasses.BasicHX.FlowModel_2,Examples,ok,,,0
Modelica.Fluid.Examples.HeatExchanger.BaseClasses.BasicHX.HeatTransfer_1,Examples,ok,,,0
Modelica.Fluid.Examples.HeatExchanger.BaseClasses.BasicHX.HeatTransfer_2,Examples,ok,,,0
Modelica.Fluid.Examples.HeatExchanger.BaseClasses.WallConstProps,Examples,ok,,,0
Modelica.Fluid.Examples.HeatExchanger.HeatExchangerSimulation,Examples,ok,,,0
Modelica.Fluid.Examples.HeatingSystem,Examples,ok,,,0
Modelica.Fluid.Examples.IncompressibleFluidNetwork,Examples,ok,,,0
Modelica.Fluid.Examples.InverseParameterization,Examples,ok,,,0
Modelica.Fluid.Examples.NonCircularPipes,Examples,ok,,,0
Modelica.Fluid.Examples.PumpingSystem,Examples,ok,,,0
Modelica.Fluid.Examples.Tanks.EmptyTanks,Examples,ok,,,0
Modelica.Fluid.Examples.Tanks.TanksWithOverflow,Examples,ok,,,0
Modelica.Fluid.Examples.Tanks.ThreeTanks,Examples,ok,,,0
Modelica.Fluid.Examples.TraceSubstances.RoomCO2,Examples,ok,,,0
Modelica.Fluid.Examples.TraceSubstances.RoomCO2WithControls,Examples,ok,,,0
Modelica.Fluid.Fittings.AbruptAdaptor,Component,ok,,,0
Modelica.Fluid.Fittings.BaseClasses.PartialTeeJunction,BaseClasses,ok,,,0
Modelica.Fluid.Fittings.BaseClasses.QuadraticTurbulent.BaseModel,BaseClasses,ok,,,0
Modelica.Fluid.Fittings.BaseClasses.QuadraticTurbulent.BaseModelNonconstantCrossSectionArea,BaseClasses,ok,,,0
Modelica.Fluid.Fittings.Bends.CurvedBend,Component,ok,,,0
Modelica.Fluid.Fittings.Bends.EdgedBend,Component,ok,,,0
Modelica.Fluid.Fittings.GenericResistances.VolumeFlowRate,Component,ok,,,0
Modelica.Fluid.Fittings.MultiPort,Component,ok,,,0
Modelica.Fluid.Fittings.Orifices.ThickEdgedOrifice,Component,ok,,,0
Modelica.Fluid.Fittings.SharpEdgedOrifice,Component,ok,,,0
Modelica.Fluid.Fittings.SimpleGenericOrifice,Component,ok,,,0
Modelica.Fluid.Fittings.TeeJunctionIdeal,Component,ok,,,0
Modelica.Fluid.Fittings.TeeJunctionVolume,Component,ok,,,0
Modelica.Fluid.Interfaces.PartialDistributedFlow,Interfaces,ok,,,0
Modelica.Fluid.Interfaces.PartialDistributedVolume,Interfaces,ok,,,0
Modelica.Fluid.Interfaces.PartialHeatTransfer,Interfaces,ok,,,0
Modelica.Fluid.Interfaces.PartialLumpedFlow,Interfaces,ok,,,0
Modelica.Fluid.Interfaces.PartialLumpedVolume,Interfaces,ok,,,0
Modelica.Fluid.Interfaces.PartialPressureLoss,Interfaces,ok,,,0
Modelica.Fluid.Interfaces.PartialTwoPort,Interfaces,ok,,,0
Modelica.Fluid.Interfaces.PartialTwoPortTransport,Interfaces,ok,,,0
Modelica.Fluid.Machines.BaseClasses.PartialPump,BaseClasses,ok,,,0
Modelica.Fluid.Machines.BaseClasses.PartialPump.HeatTransfer,BaseClasses,ok,,,0
Modelica.Fluid.Machines.BaseClasses.PartialPump.Monitoring,BaseClasses,ok,,,0
Modelica.Fluid.Machines.BaseClasses.PumpMonitoring.PumpMonitoringBase,BaseClasses,ok,,,0
Modelica.Fluid.Machines.BaseClasses.PumpMonitoring.PumpMonitoringNPSH,BaseClasses,ok,,,0
Modelica.Fluid.Machines.ControlledPump,Component,ok,,,0
Modelica.Fluid.Machines.PrescribedPump,Component,ok,,,0
Modelica.Fluid.Machines.Pump,Component,ok,,,0
Modelica.Fluid.Machines.SweptVolume,Component,ok,,,0
Modelica.Fluid.Pipes.BaseClasses.FlowModels.DetailedPipeFlow,BaseClasses,ok,,,0
Modelica.Fluid.Pipes.BaseClasses.FlowModels.NominalLaminarFlow,BaseClasses,ok,,,0
Modelica.Fluid.Pipes.BaseClasses.FlowModels.NominalTurbulentPipeFlow,BaseClasses,ok,,,0
Modelica.Fluid.Pipes.BaseClasses.FlowModels.PartialGenericPipeFlow,BaseClasses,ok,,,0
Modelica.Fluid.Pipes.BaseClasses.FlowModels.PartialStaggeredFlowModel,BaseClasses,ok,,,0
Modelica.Fluid.Pipes.BaseClasses.FlowModels.TurbulentPipeFlow,BaseClasses,ok,,,0
Modelica.Fluid.Pipes.BaseClasses.HeatTransfer.ConstantFlowHeatTransfer,BaseClasses,ok,,,0
Modelica.Fluid.Pipes.BaseClasses.HeatTransfer.IdealFlowHeatTransfer,BaseClasses,ok,,,0
Modelica.Fluid.Pipes.BaseClasses.HeatTransfer.LocalPipeFlowHeatTransfer,BaseClasses,ok,,,0
Modelica.Fluid.Pipes.BaseClasses.HeatTransfer.PartialFlowHeatTransfer,BaseClasses,ok,,,0
Modelica.Fluid.Pipes.BaseClasses.HeatTransfer.PartialPipeFlowHeatTransfer,BaseClasses,ok,,,0
Modelica.Fluid.Pipes.BaseClasses.PartialStraightPipe,BaseClasses,ok,,,0
Modelica.Fluid.Pipes.BaseClasses.PartialStraightPipe.FlowModel,BaseClasses,ok,,,0
Modelica.Fluid.Pipes.BaseClasses.PartialTwoPortFlow,BaseClasses,ok,,,0
Modelica.Fluid.Pipes.BaseClasses.PartialTwoPortFlow.FlowModel,BaseClasses,ok,,,0
Modelica.Fluid.Pipes.DynamicPipe,Component,ok,,,0
Modelica.Fluid.Pipes.DynamicPipe.HeatTransfer,Component,ok,,,0
Modelica.Fluid.Pipes.StaticPipe,Component,ok,,,0
Modelica.Fluid.Sensors.BaseClasses.PartialAbsoluteSensor,BaseClasses,ok,,,0
Modelica.Fluid.Sensors.BaseClasses.PartialFlowSensor,BaseClasses,ok,,,0
Modelica.Fluid.Sensors.BaseClasses.PartialRelativeSensor,BaseClasses,ok,,,0
Modelica.Fluid.Sensors.Density,Component,ok,,,0
Modelica.Fluid.Sensors.DensityTwoPort,Component,ok,,,0
Modelica.Fluid.Sensors.MassFlowRate,Component,ok,,,0
Modelica.Fluid.Sensors.MassFractions,Component,ok,,,0
Modelica.Fluid.Sensors.MassFractionsTwoPort,Component,ok,,,0
Modelica.Fluid.Sensors.Pressure,Component,ok,,,0
Modelica.Fluid.Sensors.RelativePressure,Component,ok,,,0
Modelica.Fluid.Sensors.RelativeTemperature,Component,ok,,,0
Modelica.Fluid.Sensors.SpecificEnthalpy,Component,ok,,,0
Modelica.Fluid.Sensors.SpecificEnthalpyTwoPort,Component,ok,,,0
Modelica.Fluid.Sensors.SpecificEntropy,Component,ok,,,0
Modelica.Fluid.Sensors.SpecificEntropyTwoPort,Component,ok,,,0
Modelica.Fluid.Sensors.Temperature,Component,ok,,,0
Modelica.Fluid.Sensors.TemperatureTwoPort,Component,ok,,,0
Modelica.Fluid.Sensors.TraceSubstances,Component,ok,,,0
Modelica.Fluid.Sensors.TraceSubstancesTwoPort,Component,ok,,,0
Modelica.Fluid.Sensors.VolumeFlowRate,Component,ok,,,0
Modelica.Fluid.Sources.BaseClasses.PartialFlowSource,BaseClasses,ok,,,0
Modelica.Fluid.Sources.BaseClasses.PartialSource,BaseClasses,ok,,,0
Modelica.Fluid.Sources.Boundary_pT,Component,ok,,,0
Modelica.Fluid.Sources.Boundary_ph,Component,ok,,,0
Modelica.Fluid.Sources.FixedBoundary,Component,ok,,,0
Modelica.Fluid.Sources.MassFlowSource_T,Component,ok,,,0
Modelica.Fluid.Sources.MassFlowSource_h,Component,ok,,,0
Modelica.Fluid.System,Component,ok,,,0
Modelica.Fluid.UsersGuide.BuildingSystemModels.CustomizingModel,Component,ok,,,0
Modelica.Fluid.UsersGuide.BuildingSystemModels.MediumDefinition,Component,ok,,,0
Modelica.Fluid.UsersGuide.BuildingSystemModels.SystemComponent,Component,ok,,,0
Modelica.Fluid.UsersGuide.ComponentDefinition.BalanceEquations,Component,ok,,,0
Modelica.Fluid.UsersGuide.ComponentDefinition.FluidConnectors,Component,ok,,,0
Modelica.Fluid.UsersGuide.ComponentDefinition.RegularizingCharacteristics,Component,ok,,,0
Modelica.Fluid.UsersGuide.ComponentDefinition.UpstreamDiscretization,Component,ok,,,0
Modelica.Fluid.UsersGuide.ComponentDefinition.ValveCharacteristics,Component,ok,,,0
Modelica.Fluid.UsersGuide.ComponentDefinition.WallFriction,Component,ok,,,0
Modelica.Fluid.UsersGuide.Contact,Component,ok,,,0
Modelica.Fluid.UsersGuide.GettingStarted,Component,ok,,,0
Modelica.Fluid.UsersGuide.Overview,Component,ok,,,0
Modelica.Fluid.UsersGuide.ReleaseNotes,Component,ok,,,0
Modelica.Fluid.Valves.BaseClasses.PartialValve,BaseClasses,ok,,,0
Modelica.Fluid.Valves.BaseClasses.PartialValve.MinLimiter,BaseClasses,ok,,,0
Modelica.Fluid.Valves.ValveCompressible,Component,ok,,,0
Modelica.Fluid.Valves.ValveDiscrete,Component,ok,,,0
Modelica.Fluid.Valves.ValveDiscreteRamp,Component,ok,,,0
Modelica.Fluid.Valves.ValveIncompressible,Component,ok,,,0
Modelica.Fluid.Valves.ValveLinear,Component,ok,,,0
Modelica.Fluid.Valves.ValveVaporizing,Component,ok,,,0
Modelica.Fluid.Vessels.BaseClasses.HeatTransfer.ConstantHeatTransfer,BaseClasses,ok,,,0
Modelica.Fluid.Vessels.BaseClasses.HeatTransfer.IdealHeatTransfer,BaseClasses,ok,,,0
Modelica.Fluid.Vessels.BaseClasses.HeatTransfer.PartialVesselHeatTransfer,BaseClasses,ok,,,0
Modelica.Fluid.Vessels.BaseClasses.PartialLumpedVessel,BaseClasses,ok,,,0
Modelica.Fluid.Vessels.BaseClasses.PartialLumpedVessel.HeatTransfer,BaseClasses,ok,,,0
Modelica.Fluid.Vessels.ClosedVolume,Component,ok,,,0
Modelica.Fluid.Vessels.OpenTank,Component,ok,,,0
Modelica.Icons.Contact,Icons,ok,,,0
Modelica.Icons.Example,Icons,ok,,,0
